domain,condition,target,alpha,lengthWeight,freqWeight,label,modelProb
bear,item23,pandaBear,8.00,1.00,1.00,basicLevel,0.5045
bear,item23,pandaBear,8.00,1.00,1.00,superDomain,0.0027
bear,item23,pandaBear,8.50,1.00,1.00,type,0.4932
bear,item23,pandaBear,8.50,1.00,1.00,basicLevel,0.5049
bear,item23,pandaBear,8.50,1.00,1.00,superDomain,0.0019
bear,item23,pandaBear,9.00,1.00,1.00,type,0.4935
bear,item23,pandaBear,9.00,1.00,1.00,basicLevel,0.5052
bear,item23,pandaBear,9.00,1.00,1.00,superDomain,0.0013
bear,item23,pandaBear,9.50,1.00,1.00,type,0.4936
bear,item23,pandaBear,9.50,1.00,1.00,basicLevel,0.5054
bear,item23,pandaBear,9.50,1.00,1.00,superDomain,0.0009
bear,item23,grizzlyBear,0.50,1.00,1.00,type,0.4282
bear,item23,grizzlyBear,0.50,1.00,1.00,basicLevel,0.2914
bear,item23,grizzlyBear,0.50,1.00,1.00,superDomain,0.2803
bear,item23,grizzlyBear,1.00,1.00,1.00,type,0.4665
bear,item23,grizzlyBear,1.00,1.00,1.00,basicLevel,0.3175
bear,item23,grizzlyBear,1.00,1.00,1.00,superDomain,0.2160
bear,item23,grizzlyBear,1.50,1.00,1.00,type,0.4980
bear,item23,grizzlyBear,1.50,1.00,1.00,basicLevel,0.3390
bear,item23,grizzlyBear,1.50,1.00,1.00,superDomain,0.1630
bear,item23,grizzlyBear,2.00,1.00,1.00,type,0.5230
bear,item23,grizzlyBear,2.00,1.00,1.00,basicLevel,0.3560
bear,item23,grizzlyBear,2.00,1.00,1.00,superDomain,0.1211
bear,item23,grizzlyBear,2.50,1.00,1.00,type,0.5422
bear,item23,grizzlyBear,2.50,1.00,1.00,basicLevel,0.3690
bear,item23,grizzlyBear,2.50,1.00,1.00,superDomain,0.0887
bear,item23,grizzlyBear,3.00,1.00,1.00,type,0.5567
bear,item23,grizzlyBear,3.00,1.00,1.00,basicLevel,0.3789
bear,item23,grizzlyBear,3.00,1.00,1.00,superDomain,0.0644
bear,item23,grizzlyBear,3.50,1.00,1.00,type,0.5674
bear,item23,grizzlyBear,3.50,1.00,1.00,basicLevel,0.3862
bear,item23,grizzlyBear,3.50,1.00,1.00,superDomain,0.0464
bear,item23,grizzlyBear,4.00,1.00,1.00,type,0.5752
bear,item23,grizzlyBear,4.00,1.00,1.00,basicLevel,0.3915
bear,item23,grizzlyBear,4.00,1.00,1.00,superDomain,0.0333
bear,item23,grizzlyBear,4.50,1.00,1.00,type,0.5809
bear,item23,grizzlyBear,4.50,1.00,1.00,basicLevel,0.3954
bear,item23,grizzlyBear,4.50,1.00,1.00,superDomain,0.0238
bear,item23,grizzlyBear,5.00,1.00,1.00,type,0.5850
bear,item23,grizzlyBear,5.00,1.00,1.00,basicLevel,0.3981
bear,item23,grizzlyBear,5.00,1.00,1.00,superDomain,0.0169
bear,item23,grizzlyBear,5.50,1.00,1.00,type,0.5879
bear,item23,grizzlyBear,5.50,1.00,1.00,basicLevel,0.4001
bear,item23,grizzlyBear,5.50,1.00,1.00,superDomain,0.0120
bear,item23,grizzlyBear,6.00,1.00,1.00,type,0.5899
bear,item23,grizzlyBear,6.00,1.00,1.00,basicLevel,0.4015
bear,item23,grizzlyBear,6.00,1.00,1.00,superDomain,0.0085
bear,item23,grizzlyBear,6.50,1.00,1.00,type,0.5914
bear,item23,grizzlyBear,6.50,1.00,1.00,basicLevel,0.4025
bear,item23,grizzlyBear,6.50,1.00,1.00,superDomain,0.0060
bear,item23,grizzlyBear,7.00,1.00,1.00,type,0.5925
bear,item23,grizzlyBear,7.00,1.00,1.00,basicLevel,0.4032
bear,item23,grizzlyBear,7.00,1.00,1.00,superDomain,0.0043
bear,item23,grizzlyBear,7.50,1.00,1.00,type,0.5932
bear,item23,grizzlyBear,7.50,1.00,1.00,basicLevel,0.4037
bear,item23,grizzlyBear,7.50,1.00,1.00,superDomain,0.0030
bear,item23,grizzlyBear,8.00,1.00,1.00,type,0.5937
bear,item23,grizzlyBear,8.00,1.00,1.00,basicLevel,0.4041
bear,item23,grizzlyBear,8.00,1.00,1.00,superDomain,0.0021
bear,item23,grizzlyBear,8.50,1.00,1.00,type,0.5941
bear,item23,grizzlyBear,8.50,1.00,1.00,basicLevel,0.4044
bear,item23,grizzlyBear,8.50,1.00,1.00,superDomain,0.0015
bear,item23,grizzlyBear,9.00,1.00,1.00,type,0.5944
bear,item23,grizzlyBear,9.00,1.00,1.00,basicLevel,0.4045
bear,item23,grizzlyBear,9.00,1.00,1.00,superDomain,0.0011
bear,item23,grizzlyBear,9.50,1.00,1.00,type,0.5946
bear,item23,grizzlyBear,9.50,1.00,1.00,basicLevel,0.4047
bear,item23,grizzlyBear,9.50,1.00,1.00,superDomain,0.0008
bear,item33,blackBear,0.50,1.00,1.00,type,0.3436
bear,item33,blackBear,0.50,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,0.50,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,1.00,1.00,1.00,type,0.3436
bear,item33,blackBear,1.00,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,1.00,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,1.50,1.00,1.00,type,0.3436
bear,item33,blackBear,1.50,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,1.50,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,2.00,1.00,1.00,type,0.3436
bear,item33,blackBear,2.00,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,2.00,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,2.50,1.00,1.00,type,0.3436
bear,item33,blackBear,2.50,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,2.50,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,3.00,1.00,1.00,type,0.3436
bear,item33,blackBear,3.00,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,3.00,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,3.50,1.00,1.00,type,0.3436
bear,item33,blackBear,3.50,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,3.50,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,4.00,1.00,1.00,type,0.3436
bear,item33,blackBear,4.00,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,4.00,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,4.50,1.00,1.00,type,0.3436
bear,item33,blackBear,4.50,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,4.50,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,5.00,1.00,1.00,type,0.3436
bear,item33,blackBear,5.00,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,5.00,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,5.50,1.00,1.00,type,0.3436
bear,item33,blackBear,5.50,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,5.50,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,6.00,1.00,1.00,type,0.3436
bear,item33,blackBear,6.00,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,6.00,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,6.50,1.00,1.00,type,0.3436
bear,item33,blackBear,6.50,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,6.50,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,7.00,1.00,1.00,type,0.3436
bear,item33,blackBear,7.00,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,7.00,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,7.50,1.00,1.00,type,0.3436
bear,item33,blackBear,7.50,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,7.50,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,8.00,1.00,1.00,type,0.3436
bear,item33,blackBear,8.00,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,8.00,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,8.50,1.00,1.00,type,0.3436
bear,item33,blackBear,8.50,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,8.50,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,9.00,1.00,1.00,type,0.3436
bear,item33,blackBear,9.00,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,9.00,1.00,1.00,superDomain,0.3783
bear,item33,blackBear,9.50,1.00,1.00,type,0.3436
bear,item33,blackBear,9.50,1.00,1.00,basicLevel,0.2781
bear,item33,blackBear,9.50,1.00,1.00,superDomain,0.3783
bear,item33,polarBear,0.50,1.00,1.00,type,0.3466
bear,item33,polarBear,0.50,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,0.50,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,1.00,1.00,1.00,type,0.3466
bear,item33,polarBear,1.00,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,1.00,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,1.50,1.00,1.00,type,0.3466
bear,item33,polarBear,1.50,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,1.50,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,2.00,1.00,1.00,type,0.3466
bear,item33,polarBear,2.00,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,2.00,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,2.50,1.00,1.00,type,0.3466
bear,item33,polarBear,2.50,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,2.50,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,3.00,1.00,1.00,type,0.3466
bear,item33,polarBear,3.00,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,3.00,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,3.50,1.00,1.00,type,0.3466
bear,item33,polarBear,3.50,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,3.50,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,4.00,1.00,1.00,type,0.3466
bear,item33,polarBear,4.00,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,4.00,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,4.50,1.00,1.00,type,0.3466
bear,item33,polarBear,4.50,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,4.50,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,5.00,1.00,1.00,type,0.3466
bear,item33,polarBear,5.00,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,5.00,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,5.50,1.00,1.00,type,0.3466
bear,item33,polarBear,5.50,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,5.50,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,6.00,1.00,1.00,type,0.3466
bear,item33,polarBear,6.00,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,6.00,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,6.50,1.00,1.00,type,0.3466
bear,item33,polarBear,6.50,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,6.50,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,7.00,1.00,1.00,type,0.3466
bear,item33,polarBear,7.00,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,7.00,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,7.50,1.00,1.00,type,0.3466
bear,item33,polarBear,7.50,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,7.50,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,8.00,1.00,1.00,type,0.3466
bear,item33,polarBear,8.00,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,8.00,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,8.50,1.00,1.00,type,0.3466
bear,item33,polarBear,8.50,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,8.50,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,9.00,1.00,1.00,type,0.3466
bear,item33,polarBear,9.00,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,9.00,1.00,1.00,superDomain,0.3766
bear,item33,polarBear,9.50,1.00,1.00,type,0.3466
bear,item33,polarBear,9.50,1.00,1.00,basicLevel,0.2768
bear,item33,polarBear,9.50,1.00,1.00,superDomain,0.3766
bear,item33,pandaBear,0.50,1.00,1.00,type,0.2927
bear,item33,pandaBear,0.50,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,0.50,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,1.00,1.00,1.00,type,0.2927
bear,item33,pandaBear,1.00,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,1.00,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,1.50,1.00,1.00,type,0.2927
bear,item33,pandaBear,1.50,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,1.50,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,2.00,1.00,1.00,type,0.2927
bear,item33,pandaBear,2.00,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,2.00,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,2.50,1.00,1.00,type,0.2927
bear,item33,pandaBear,2.50,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,2.50,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,3.00,1.00,1.00,type,0.2927
bear,item33,pandaBear,3.00,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,3.00,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,3.50,1.00,1.00,type,0.2927
bear,item33,pandaBear,3.50,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,3.50,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,4.00,1.00,1.00,type,0.2927
bear,item33,pandaBear,4.00,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,4.00,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,4.50,1.00,1.00,type,0.2927
bear,item33,pandaBear,4.50,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,4.50,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,5.00,1.00,1.00,type,0.2927
bear,item33,pandaBear,5.00,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,5.00,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,5.50,1.00,1.00,type,0.2927
bear,item33,pandaBear,5.50,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,5.50,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,6.00,1.00,1.00,type,0.2927
bear,item33,pandaBear,6.00,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,6.00,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,6.50,1.00,1.00,type,0.2927
bear,item33,pandaBear,6.50,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,6.50,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,7.00,1.00,1.00,type,0.2927
bear,item33,pandaBear,7.00,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,7.00,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,7.50,1.00,1.00,type,0.2927
bear,item33,pandaBear,7.50,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,7.50,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,8.00,1.00,1.00,type,0.2927
bear,item33,pandaBear,8.00,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,8.00,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,8.50,1.00,1.00,type,0.2927
bear,item33,pandaBear,8.50,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,8.50,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,9.00,1.00,1.00,type,0.2927
bear,item33,pandaBear,9.00,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,9.00,1.00,1.00,superDomain,0.4076
bear,item33,pandaBear,9.50,1.00,1.00,type,0.2927
bear,item33,pandaBear,9.50,1.00,1.00,basicLevel,0.2997
bear,item33,pandaBear,9.50,1.00,1.00,superDomain,0.4076
bear,item33,grizzlyBear,0.50,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,0.50,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,0.50,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,1.00,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,1.00,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,1.00,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,1.50,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,1.50,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,1.50,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,2.00,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,2.00,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,2.00,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,2.50,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,2.50,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,2.50,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,3.00,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,3.00,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,3.00,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,3.50,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,3.50,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,3.50,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,4.00,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,4.00,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,4.00,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,4.50,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,4.50,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,4.50,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,5.00,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,5.00,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,5.00,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,5.50,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,5.50,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,5.50,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,6.00,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,6.00,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,6.00,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,6.50,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,6.50,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,6.50,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,7.00,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,7.00,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,7.00,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,7.50,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,7.50,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,7.50,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,8.00,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,8.00,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,8.00,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,8.50,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,8.50,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,8.50,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,9.00,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,9.00,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,9.00,1.00,1.00,superDomain,0.3552
bear,item33,grizzlyBear,9.50,1.00,1.00,type,0.3837
bear,item33,grizzlyBear,9.50,1.00,1.00,basicLevel,0.2611
bear,item33,grizzlyBear,9.50,1.00,1.00,superDomain,0.3552
fish,item12,clownFish,0.50,1.00,1.00,type,0.3943
fish,item12,clownFish,0.50,1.00,1.00,basicLevel,0.2987
fish,item12,clownFish,0.50,1.00,1.00,superDomain,0.3070
fish,item12,clownFish,1.00,1.00,1.00,type,0.5037
fish,item12,clownFish,1.00,1.00,1.00,basicLevel,0.2698
fish,item12,clownFish,1.00,1.00,1.00,superDomain,0.2265
fish,item12,clownFish,1.50,1.00,1.00,type,0.6103
fish,item12,clownFish,1.50,1.00,1.00,basicLevel,0.2312
fish,item12,clownFish,1.50,1.00,1.00,superDomain,0.1584
fish,item12,clownFish,2.00,1.00,1.00,type,0.7053
fish,item12,clownFish,2.00,1.00,1.00,basicLevel,0.1889
fish,item12,clownFish,2.00,1.00,1.00,superDomain,0.1057
fish,item12,clownFish,2.50,1.00,1.00,type,0.7837
fish,item12,clownFish,2.50,1.00,1.00,basicLevel,0.1484
fish,item12,clownFish,2.50,1.00,1.00,superDomain,0.0678
fish,item12,clownFish,3.00,1.00,1.00,type,0.8447
fish,item12,clownFish,3.00,1.00,1.00,basicLevel,0.1131
fish,item12,clownFish,3.00,1.00,1.00,superDomain,0.0422
fish,item12,clownFish,3.50,1.00,1.00,type,0.8900
fish,item12,clownFish,3.50,1.00,1.00,basicLevel,0.0843
fish,item12,clownFish,3.50,1.00,1.00,superDomain,0.0257
fish,item12,clownFish,4.00,1.00,1.00,type,0.9228
fish,item12,clownFish,4.00,1.00,1.00,basicLevel,0.0618
fish,item12,clownFish,4.00,1.00,1.00,superDomain,0.0154
fish,item12,clownFish,4.50,1.00,1.00,type,0.9461
fish,item12,clownFish,4.50,1.00,1.00,basicLevel,0.0448
fish,item12,clownFish,4.50,1.00,1.00,superDomain,0.0091
fish,item12,clownFish,5.00,1.00,1.00,type,0.9624
fish,item12,clownFish,5.00,1.00,1.00,basicLevel,0.0322
fish,item12,clownFish,5.00,1.00,1.00,superDomain,0.0053
fish,item12,clownFish,5.50,1.00,1.00,type,0.9738
fish,item12,clownFish,5.50,1.00,1.00,basicLevel,0.0231
fish,item12,clownFish,5.50,1.00,1.00,superDomain,0.0031
fish,item12,clownFish,6.00,1.00,1.00,type,0.9817
fish,item12,clownFish,6.00,1.00,1.00,basicLevel,0.0164
fish,item12,clownFish,6.00,1.00,1.00,superDomain,0.0018
fish,item12,clownFish,6.50,1.00,1.00,type,0.9873
fish,item12,clownFish,6.50,1.00,1.00,basicLevel,0.0117
fish,item12,clownFish,6.50,1.00,1.00,superDomain,0.0011
fish,item12,clownFish,7.00,1.00,1.00,type,0.9911
fish,item12,clownFish,7.00,1.00,1.00,basicLevel,0.0083
fish,item12,clownFish,7.00,1.00,1.00,superDomain,0.0006
fish,item12,clownFish,7.50,1.00,1.00,type,0.9938
fish,item12,clownFish,7.50,1.00,1.00,basicLevel,0.0059
fish,item12,clownFish,7.50,1.00,1.00,superDomain,0.0004
fish,item12,clownFish,8.00,1.00,1.00,type,0.9956
fish,item12,clownFish,8.00,1.00,1.00,basicLevel,0.0042
fish,item12,clownFish,8.00,1.00,1.00,superDomain,0.0002
fish,item12,clownFish,8.50,1.00,1.00,type,0.9969
fish,item12,clownFish,8.50,1.00,1.00,basicLevel,0.0030
fish,item12,clownFish,8.50,1.00,1.00,superDomain,0.0001
fish,item12,clownFish,9.00,1.00,1.00,type,0.9978
fish,item12,clownFish,9.00,1.00,1.00,basicLevel,0.0021
fish,item12,clownFish,9.00,1.00,1.00,superDomain,0.0001
fish,item12,clownFish,9.50,1.00,1.00,type,0.9985
fish,item12,clownFish,9.50,1.00,1.00,basicLevel,0.0015
fish,item12,clownFish,9.50,1.00,1.00,superDomain,0.0000
fish,item12,goldFish,0.50,1.00,1.00,type,0.3992
fish,item12,goldFish,0.50,1.00,1.00,basicLevel,0.2963
fish,item12,goldFish,0.50,1.00,1.00,superDomain,0.3046
fish,item12,goldFish,1.00,1.00,1.00,type,0.5088
fish,item12,goldFish,1.00,1.00,1.00,basicLevel,0.2671
fish,item12,goldFish,1.00,1.00,1.00,superDomain,0.2241
fish,item12,goldFish,1.50,1.00,1.00,type,0.6152
fish,item12,goldFish,1.50,1.00,1.00,basicLevel,0.2283
fish,item12,goldFish,1.50,1.00,1.00,superDomain,0.1565
fish,item12,goldFish,2.00,1.00,1.00,type,0.7096
fish,item12,goldFish,2.00,1.00,1.00,basicLevel,0.1862
fish,item12,goldFish,2.00,1.00,1.00,superDomain,0.1042
fish,item12,goldFish,2.50,1.00,1.00,type,0.7872
fish,item12,goldFish,2.50,1.00,1.00,basicLevel,0.1461
fish,item12,goldFish,2.50,1.00,1.00,superDomain,0.0667
fish,item12,goldFish,3.00,1.00,1.00,type,0.8473
fish,item12,goldFish,3.00,1.00,1.00,basicLevel,0.1112
fish,item12,goldFish,3.00,1.00,1.00,superDomain,0.0415
fish,item12,goldFish,3.50,1.00,1.00,type,0.8920
fish,item12,goldFish,3.50,1.00,1.00,basicLevel,0.0828
fish,item12,goldFish,3.50,1.00,1.00,superDomain,0.0252
fish,item12,goldFish,4.00,1.00,1.00,type,0.9243
fish,item12,goldFish,4.00,1.00,1.00,basicLevel,0.0606
fish,item12,goldFish,4.00,1.00,1.00,superDomain,0.0151
fish,item12,goldFish,4.50,1.00,1.00,type,0.9471
fish,item12,goldFish,4.50,1.00,1.00,basicLevel,0.0439
fish,item12,goldFish,4.50,1.00,1.00,superDomain,0.0089
fish,item12,goldFish,5.00,1.00,1.00,type,0.9632
fish,item12,goldFish,5.00,1.00,1.00,basicLevel,0.0316
fish,item12,goldFish,5.00,1.00,1.00,superDomain,0.0052
fish,item12,goldFish,5.50,1.00,1.00,type,0.9743
fish,item12,goldFish,5.50,1.00,1.00,basicLevel,0.0226
fish,item12,goldFish,5.50,1.00,1.00,superDomain,0.0031
fish,item12,goldFish,6.00,1.00,1.00,type,0.9821
fish,item12,goldFish,6.00,1.00,1.00,basicLevel,0.0161
fish,item12,goldFish,6.00,1.00,1.00,superDomain,0.0018
fish,item12,goldFish,6.50,1.00,1.00,type,0.9875
fish,item12,goldFish,6.50,1.00,1.00,basicLevel,0.0115
fish,item12,goldFish,6.50,1.00,1.00,superDomain,0.0010
fish,item12,goldFish,7.00,1.00,1.00,type,0.9913
fish,item12,goldFish,7.00,1.00,1.00,basicLevel,0.0081
fish,item12,goldFish,7.00,1.00,1.00,superDomain,0.0006
fish,item12,goldFish,7.50,1.00,1.00,type,0.9939
fish,item12,goldFish,7.50,1.00,1.00,basicLevel,0.0058
fish,item12,goldFish,7.50,1.00,1.00,superDomain,0.0003
fish,item12,goldFish,8.00,1.00,1.00,type,0.9957
fish,item12,goldFish,8.00,1.00,1.00,basicLevel,0.0041
fish,item12,goldFish,8.00,1.00,1.00,superDomain,0.0002
fish,item12,goldFish,8.50,1.00,1.00,type,0.9970
fish,item12,goldFish,8.50,1.00,1.00,basicLevel,0.0029
fish,item12,goldFish,8.50,1.00,1.00,superDomain,0.0001
fish,item12,goldFish,9.00,1.00,1.00,type,0.9979
fish,item12,goldFish,9.00,1.00,1.00,basicLevel,0.0020
fish,item12,goldFish,9.00,1.00,1.00,superDomain,0.0001
fish,item12,goldFish,9.50,1.00,1.00,type,0.9985
fish,item12,goldFish,9.50,1.00,1.00,basicLevel,0.0014
fish,item12,goldFish,9.50,1.00,1.00,superDomain,0.0000
fish,item12,swordFish,0.50,1.00,1.00,type,0.4443
fish,item12,swordFish,0.50,1.00,1.00,basicLevel,0.2740
fish,item12,swordFish,0.50,1.00,1.00,superDomain,0.2817
fish,item12,swordFish,1.00,1.00,1.00,type,0.5549
fish,item12,swordFish,1.00,1.00,1.00,basicLevel,0.2420
fish,item12,swordFish,1.00,1.00,1.00,superDomain,0.2031
fish,item12,swordFish,1.50,1.00,1.00,type,0.6580
fish,item12,swordFish,1.50,1.00,1.00,basicLevel,0.2029
fish,item12,swordFish,1.50,1.00,1.00,superDomain,0.1391
