workerid,rt,item,response,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
8,4416,avocado_black,0.21,18,English,2,Female,61,"It could be my monitor, but some of the colors were not very clear. Maybe the photo needs to be bigger? Anyway, thank you for the fun (and for not putting ""fun"" in the title. Don&quotechart do that. lol).",Yes,2,Windows,900,1440,Firefox,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3S96KQ6I9M3C5GWU0YKDSSIL379TDZ,8,Submitted,Thu Oct 06 02:05:15 PDT 2016,Wed Oct 05 09:21:56 PDT 2016,Wed Oct 05 09:25:15 PDT 2016,,,,,,[],{},3.259
8,2593,tomato_pink,0,19,English,2,Female,61,"It could be my monitor, but some of the colors were not very clear. Maybe the photo needs to be bigger? Anyway, thank you for the fun (and for not putting ""fun"" in the title. Don&quotechart do that. lol).",Yes,2,Windows,900,1440,Firefox,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3S96KQ6I9M3C5GWU0YKDSSIL379TDZ,8,Submitted,Thu Oct 06 02:05:15 PDT 2016,Wed Oct 05 09:21:56 PDT 2016,Wed Oct 05 09:25:15 PDT 2016,,,,,,[],{},3.259
8,2591,banana_blue,0,20,English,2,Female,61,"It could be my monitor, but some of the colors were not very clear. Maybe the photo needs to be bigger? Anyway, thank you for the fun (and for not putting ""fun"" in the title. Don&quotechart do that. lol).",Yes,2,Windows,900,1440,Firefox,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3S96KQ6I9M3C5GWU0YKDSSIL379TDZ,8,Submitted,Thu Oct 06 02:05:15 PDT 2016,Wed Oct 05 09:21:56 PDT 2016,Wed Oct 05 09:25:15 PDT 2016,,,,,,[],{},3.259
8,3856,pear_orange,0.23,21,English,2,Female,61,"It could be my monitor, but some of the colors were not very clear. Maybe the photo needs to be bigger? Anyway, thank you for the fun (and for not putting ""fun"" in the title. Don&quotechart do that. lol).",Yes,2,Windows,900,1440,Firefox,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3S96KQ6I9M3C5GWU0YKDSSIL379TDZ,8,Submitted,Thu Oct 06 02:05:15 PDT 2016,Wed Oct 05 09:21:56 PDT 2016,Wed Oct 05 09:25:15 PDT 2016,,,,,,[],{},3.259
8,4576,pepper_orange,0.49,22,English,2,Female,61,"It could be my monitor, but some of the colors were not very clear. Maybe the photo needs to be bigger? Anyway, thank you for the fun (and for not putting ""fun"" in the title. Don&quotechart do that. lol).",Yes,2,Windows,900,1440,Firefox,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3S96KQ6I9M3C5GWU0YKDSSIL379TDZ,8,Submitted,Thu Oct 06 02:05:15 PDT 2016,Wed Oct 05 09:21:56 PDT 2016,Wed Oct 05 09:25:15 PDT 2016,,,,,,[],{},3.259
8,2832,carrot_orange,0.99,23,English,2,Female,61,"It could be my monitor, but some of the colors were not very clear. Maybe the photo needs to be bigger? Anyway, thank you for the fun (and for not putting ""fun"" in the title. Don&quotechart do that. lol).",Yes,2,Windows,900,1440,Firefox,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3S96KQ6I9M3C5GWU0YKDSSIL379TDZ,8,Submitted,Thu Oct 06 02:05:15 PDT 2016,Wed Oct 05 09:21:56 PDT 2016,Wed Oct 05 09:25:15 PDT 2016,,,,,,[],{},3.259
9,11397,pepper_orange,0.33,2,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,4318,carrot_orange,0.99,3,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,3199,avocado_green,0.98,4,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,3448,tomato_red,1,5,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,2230,pear_yellow,1,6,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,2561,apple_green,1,7,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,4407,pepper_green,0.97,8,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,17760,orange_purple,0,9,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,2672,avocado_red,0,10,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,2304,apple_red,1,11,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,2016,apple_yellow,1,12,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,2374,pepper_red,0.72,13,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,2330,orange_orange,1,14,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,2144,banana_yellow,1,15,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,1992,avocado_black,0,16,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,9904,orange_green,0.35,17,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,4217,carrot_purple,0.61,18,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,4383,tomato_green,0.27,19,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,2615,banana_blue,0,20,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,2233,pear_orange,0,21,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,4464,carrot_pink,0.59,22,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
9,3096,banana_brown,0.58,23,english,2,Male,26,,Yes,2,Windows,667,1184,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,3PJ71Z61R41ZT674MZV10QG0K3419I,9,Submitted,Thu Oct 06 02:05:39 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:25:39 PDT 2016,,,,,,[],{},2.0197333333333334
10,9478,banana_blue,0.01,2,English,2,Male,70,I have an orange tree so a green orange is typical to me.  They are green right now.,Yes,4,Windows,900,1600,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,39PAAFCODMZYZXWGRJK7YEOS3EDVT0,10,Submitted,Thu Oct 06 02:06:19 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:26:19 PDT 2016,,,,,,[],{},4.294533333333334
10,11981,avocado_black,0.82,3,English,2,Male,70,I have an orange tree so a green orange is typical to me.  They are green right now.,Yes,4,Windows,900,1600,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,39PAAFCODMZYZXWGRJK7YEOS3EDVT0,10,Submitted,Thu Oct 06 02:06:19 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:26:19 PDT 2016,,,,,,[],{},4.294533333333334
10,4781,carrot_orange,0.92,4,English,2,Male,70,I have an orange tree so a green orange is typical to me.  They are green right now.,Yes,4,Windows,900,1600,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,39PAAFCODMZYZXWGRJK7YEOS3EDVT0,10,Submitted,Thu Oct 06 02:06:19 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:26:19 PDT 2016,,,,,,[],{},4.294533333333334
10,4605,pepper_green,0.95,5,English,2,Male,70,I have an orange tree so a green orange is typical to me.  They are green right now.,Yes,4,Windows,900,1600,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,39PAAFCODMZYZXWGRJK7YEOS3EDVT0,10,Submitted,Thu Oct 06 02:06:19 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:26:19 PDT 2016,,,,,,[],{},4.294533333333334
10,4256,apple_blue,0.04,6,English,2,Male,70,I have an orange tree so a green orange is typical to me.  They are green right now.,Yes,4,Windows,900,1600,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,39PAAFCODMZYZXWGRJK7YEOS3EDVT0,10,Submitted,Thu Oct 06 02:06:19 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:26:19 PDT 2016,,,,,,[],{},4.294533333333334
10,3592,orange_purple,0.03,7,English,2,Male,70,I have an orange tree so a green orange is typical to me.  They are green right now.,Yes,4,Windows,900,1600,Chrome,3NQUW096N579XTDEP78IWLTQMCD9LR,3GH2OW4UBYDJDBA40H32MQIJH077J4,Language study,A 5-minute study where you rate objects.,language experiment study communication stanford fun cognitive science,$0.75,Wed Oct 05 09:18:34 PDT 2016,30,0,0,0,Reviewable,NotReviewed,1 cond,4800,60000,Fri Nov 04 09:18:34 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3NQUW096N579XTDEP78IWLTQMCD9LR,39PAAFCODMZYZXWGRJK7YEOS3EDVT0,10,Submitted,Thu Oct 06 02:06:19 PDT 2016,Wed Oct 05 09:21:58 PDT 2016,Wed Oct 05 09:26:19 PDT 2016,,,,,,[],{},4.294533333333334
