context,label_name,informativeness_level,length,relFreq,typicality,distr1,distr1_typicality,distr2,distr2_typicality
33,zappadhizapp1,basic,13,0.000117655,0.95,distr3_highTyp,0.95,distr3_highTyp,0.95
33,zappadhizapp2,basic,13,0.000000146,0.95,distr3_highTyp,0.95,distr3_highTyp,0.95
33,zappadhizapp3,basic,13,0.000117655,0.55,distr3_highTyp,0.95,distr3_highTyp,0.95
33,zappadhizapp4,basic,13,0.000000146,0.55,distr3_highTyp,0.95,distr3_highTyp,0.95
33,wup1,super,4,0.000117655,0.95,distr3_highTyp,0.95,distr3_highTyp,0.95
33,wup2,super,4,0.000000146,0.95,distr3_highTyp,0.95,distr3_highTyp,0.95
33,wup3,super,4,0.000117655,0.55,distr3_highTyp,0.95,distr3_highTyp,0.95
33,wup4,super,4,0.000000146,0.55,distr3_highTyp,0.95,distr3_highTyp,0.95
33,wuppdeehwupp1,super,13,0.000117655,0.95,distr3_highTyp,0.95,distr3_highTyp,0.95
33,wuppdeehwupp2,super,13,0.000000146,0.95,distr3_highTyp,0.95,distr3_highTyp,0.95
33,wuppdeehwupp3,super,13,0.000117655,0.55,distr3_highTyp,0.95,distr3_highTyp,0.95
33,wuppdeehwupp4,super,13,0.000000146,0.55,distr3_highTyp,0.95,distr3_highTyp,0.95
33,bla1,sub,4,0.000117655,0.95,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,bla2,sub,4,0.000000146,0.95,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,bla3,sub,4,0.000117655,0.55,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,bla4,sub,4,0.000000146,0.55,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,blahblahblah1,sub,13,0.000117655,0.95,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,blahblahblah2,sub,13,0.000000146,0.95,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,blahblahblah3,sub,13,0.000117655,0.55,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,blahblahblah4,sub,13,0.000000146,0.55,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,zap1,basic,4,0.000117655,0.95,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,zap2,basic,4,0.000000146,0.95,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,zap3,basic,4,0.000117655,0.55,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,zap4,basic,4,0.000000146,0.55,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,zappadhizapp1,basic,13,0.000117655,0.95,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,zappadhizapp2,basic,13,0.000000146,0.95,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,zappadhizapp3,basic,13,0.000117655,0.55,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,zappadhizapp4,basic,13,0.000000146,0.55,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,wup1,super,4,0.000117655,0.95,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,wup2,super,4,0.000000146,0.95,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,wup3,super,4,0.000117655,0.55,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,wup4,super,4,0.000000146,0.55,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,wuppdeehwupp1,super,13,0.000117655,0.95,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,wuppdeehwupp2,super,13,0.000000146,0.95,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,wuppdeehwupp3,super,13,0.000117655,0.55,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,wuppdeehwupp4,super,13,0.000000146,0.55,distr3_highTyp,0.95,distr3_lowTyp,0.55
33,bla1,sub,4,0.000117655,0.95,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,bla2,sub,4,0.000000146,0.95,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,bla3,sub,4,0.000117655,0.55,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,bla4,sub,4,0.000000146,0.55,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,blahblahblah1,sub,13,0.000117655,0.95,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,blahblahblah2,sub,13,0.000000146,0.95,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,blahblahblah3,sub,13,0.000117655,0.55,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,blahblahblah4,sub,13,0.000000146,0.55,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,zap1,basic,4,0.000117655,0.95,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,zap2,basic,4,0.000000146,0.95,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,zap3,basic,4,0.000117655,0.55,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,zap4,basic,4,0.000000146,0.55,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,zappadhizapp1,basic,13,0.000117655,0.95,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,zappadhizapp2,basic,13,0.000000146,0.95,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,zappadhizapp3,basic,13,0.000117655,0.55,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,zappadhizapp4,basic,13,0.000000146,0.55,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,wup1,super,4,0.000117655,0.95,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,wup2,super,4,0.000000146,0.95,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,wup3,super,4,0.000117655,0.55,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,wup4,super,4,0.000000146,0.55,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,wuppdeehwupp1,super,13,0.000117655,0.95,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,wuppdeehwupp2,super,13,0.000000146,0.95,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,wuppdeehwupp3,super,13,0.000117655,0.55,distr3_lowTyp,0.55,distr3_lowTyp,0.55
33,wuppdeehwupp4,super,13,0.000000146,0.55,distr3_lowTyp,0.55,distr3_lowTyp,0.55
