gameid,roundNum,targetName,alt1Name,alt2Name,refLevel
4855-c,70,sunflower,kitten,ivy,basic
4855-c,72,rose,socks,pretzels,basic
4886-d,2,gummybears,candycorn,popcorn,sub
4886-d,6,germanshepherd,greyhound,sheep,sub
4886-d,13,jellybeans,motorcycle,bookcase,sub
4886-d,15,picnictable,hamster,lamp,sub
4886-d,16,mnms,bookcase,sheep,sub
4886-d,18,skittles,pig,grasses,sub
4886-d,19,sunflower,squirrel,pottedplant,sub
4886-d,22,blackbear,koalabear,sheep,basic
4886-d,23,convertible,bookcase,ambulance,basic
4886-d,25,minivan,bed,firetruck,sub
4886-d,34,clownfish,rhino,horse,basic
4886-d,37,husky,rhino,hamster,basic
4886-d,39,diningtable,wardrobe,lamp,basic
4886-d,40,polarbear,iguana,motorcycle,basic
4886-d,41,pug,snake,crocodile,basic
4886-d,42,tulip,pottedplant,kitten,sub
4886-d,47,sportscar,hamster,ivy,basic
4886-d,48,pandabear,bookcase,rhino,basic
4886-d,49,rose,pottedplant,grasses,sub
4886-d,50,hummingbird,lobster,sparrow,sub
4886-d,54,goldfish,ivy,bathrobe,basic
4886-d,64,eagle,lion,iguana,sub
4886-d,65,coffeetable,sidetable,wardrobe,basic
4886-d,71,daisy,wardrobe,pig,sub
4886-d,72,grizzlybear,cow,crocodile,basic
6879-8,2,sunflower,pottedplant,lily,basic
6879-8,3,goldfish,iguana,lobster,sub
6879-8,4,eagle,snake,sparrow,sub
6879-8,6,grizzlybear,lobster,koalabear,sub
6879-8,8,poloshirt,socks,campshirt,sub
6879-8,10,convertible,bathrobe,pig,basic
6879-8,12,polarbear,elephant,koalabear,sub
6879-8,13,parrot,train,gloves,sub
6879-8,14,suv,popcorn,snake,basic
6879-8,16,minivan,firetruck,train,sub
6879-8,18,pandabear,wardrobe,hamster,sub
6879-8,22,catfish,pottedplant,dress,basic
6879-8,24,gummybears,cookies,chips,sub
6879-8,25,germanshepherd,rhino,elephant,basic
6879-8,31,rose,lobster,pottedplant,sub
6879-8,32,husky,rabbit,crocodile,basic
6879-8,34,hawaiishirt,crocodile,socks,basic
6879-8,35,coffeetable,bed,dress,basic
6879-8,37,picnictable,popcorn,bathrobe,sub
6879-8,39,tshirt,gloves,bathrobe,basic
6879-8,40,dalmatian,pottedplant,bookcase,basic
6879-8,41,mnms,chips,candycorn,sub
6879-8,42,skittles,cookies,lion,sub
6879-8,44,daisy,chips,lamp,basic
6879-8,45,jellybeans,popcorn,rabbit,sub
6879-8,48,swordfish,gloves,lion,sub
6879-8,50,blackbear,snake,lobster,basic
6879-8,51,dressshirt,snake,dress,sub
6879-8,57,sportscar,grasses,bathrobe,basic
6879-8,58,diningtable,lion,lamp,basic
6879-8,59,pigeon,sparrow,elephant,sub
6879-8,60,bedsidetable,bed,lamp,sub
6879-8,62,pug,popcorn,bookcase,basic
6879-8,66,hummingbird,elephant,horse,basic
0842-a,1,coffeetable,socks,bookcase,basic
0842-a,2,jellybeans,popcorn,candycorn,basic
0842-a,6,goldfish,discusfish,snake,basic
0842-a,8,hawaiishirt,bison,bed,basic
0842-a,10,pigeon,pretzels,bed,sub
0842-a,14,swordfish,discusfish,elephant,sub
0842-a,15,grizzlybear,squirrel,koalabear,basic
0842-a,18,minivan,bathrobe,lobster,basic
0842-a,19,pug,bookcase,cookies,basic
0842-a,25,tshirt,socks,dress,basic
0842-a,28,rose,wardrobe,motorcycle,sub
0842-a,29,daisy,train,socks,basic
0842-a,30,polarbear,koalabear,sheep,basic
0842-a,31,catfish,discusfish,iguana,sub
0842-a,33,skittles,chips,candycorn,sub
0842-a,36,sportscar,ambulance,train,sub
0842-a,40,poloshirt,socks,dress,basic
0842-a,41,husky,rhino,kitten,sub
0842-a,42,suv,ambulance,motorcycle,basic
0842-a,47,germanshepherd,elephant,bathrobe,basic
0842-a,49,eagle,chips,ambulance,sub
0842-a,51,tulip,bathrobe,ivy,basic
0842-a,53,mnms,firetruck,rhino,sub
0842-a,54,dalmatian,firetruck,crocodile,basic
0842-a,57,clownfish,pretzels,lamp,basic
0842-a,58,sunflower,pottedplant,ivy,sub
0842-a,59,diningtable,bookcase,crocodile,basic
0842-a,60,picnictable,bed,rhino,sub
0842-a,61,hummingbird,sheep,lion,basic
0842-a,65,dressshirt,hamster,dress,basic
0842-a,66,pandabear,iguana,rabbit,sub
0842-a,67,blackbear,lion,snake,basic
0842-a,70,parrot,rabbit,sparrow,sub
5222-f,2,tshirt,campshirt,dress,basic
5222-f,4,mnms,pretzels,cookies,basic
5222-f,7,gummybears,bed,popcorn,sub
5222-f,16,germanshepherd,bison,rhino,basic
5222-f,17,jellybeans,candycorn,chips,sub
5222-f,20,sportscar,socks,lion,basic
5222-f,26,husky,pottedplant,chips,basic
5222-f,33,pug,pig,greyhound,sub
5222-f,34,dalmatian,greyhound,lion,sub
5222-f,37,poloshirt,socks,snake,basic
5222-f,38,pandabear,firetruck,squirrel,sub
5222-f,39,picnictable,bed,lamp,basic
5222-f,40,pigeon,bed,hamster,basic
5222-f,41,suv,pottedplant,rhino,basic
5222-f,42,eagle,sparrow,rabbit,sub
5222-f,44,convertible,firetruck,ambulance,basic
5222-f,45,blackbear,elephant,cow,basic
5222-f,46,diningtable,sidetable,lamp,basic
5222-f,47,skittles,popcorn,chips,basic
5222-f,48,clownfish,socks,lamp,basic
5222-f,50,tulip,lobster,pottedplant,sub
5222-f,51,sunflower,motorcycle,cookies,basic
5222-f,54,coffeetable,hamster,bathrobe,basic
5222-f,56,goldfish,bison,discusfish,basic
5222-f,57,hummingbird,chips,dress,basic
5222-f,61,polarbear,lobster,socks,basic
5222-f,62,grizzlybear,lamp,popcorn,basic
5222-f,67,swordfish,bed,bathrobe,basic
5222-f,68,daisy,pottedplant,grasses,basic
5222-f,72,parrot,gloves,rhino,basic
8691-9,1,husky,greyhound,snake,basic
8691-9,2,swordfish,pig,discusfish,sub
8691-9,3,hawaiishirt,dress,campshirt,basic
8691-9,5,catfish,discusfish,kitten,sub
8691-9,7,skittles,chips,candycorn,sub
8691-9,10,tulip,popcorn,pig,sub
8691-9,11,gummybears,pretzels,popcorn,sub
8691-9,14,minivan,wardrobe,bathrobe,basic
8691-9,16,hummingbird,gloves,pig,sub
8691-9,19,eagle,pig,grasses,sub
8691-9,23,picnictable,lamp,bookcase,sub
8691-9,24,mnms,lobster,grasses,sub
8691-9,27,sportscar,rosemary,ambulance,basic
8691-9,30,poloshirt,kitten,pretzels,basic
8691-9,32,suv,bookcase,rhino,basic
8691-9,33,rose,rosemary,lily,sub
8691-9,38,jellybeans,crocodile,cookies,sub
8691-9,43,convertible,firetruck,kitten,basic
8691-9,48,germanshepherd,iguana,lobster,basic
8691-9,49,dalmatian,socks,hamster,basic
8691-9,54,diningtable,bed,hamster,basic
8691-9,57,goldfish,discusfish,crocodile,sub
8691-9,59,blackbear,rabbit,bison,basic
8691-9,62,pandabear,iguana,kitten,basic
8691-9,64,bedsidetable,wardrobe,lamp,sub
8691-9,66,polarbear,dress,bed,basic
8691-9,69,parrot,grasses,iguana,basic
8691-9,70,pug,firetruck,pretzels,basic
8691-9,72,pigeon,cookies,grasses,sub
4810-9,4,swordfish,hamster,discusfish,sub
4810-9,6,blackbear,firetruck,elephant,basic
4810-9,14,suv,cookies,pig,sub
4810-9,15,skittles,squirrel,ivy,sub
4810-9,16,goldfish,popcorn,bookcase,sub
4810-9,19,husky,elephant,motorcycle,sub
4810-9,20,hummingbird,bookcase,dress,sub
4810-9,21,coffeetable,wardrobe,bed,basic
4810-9,25,pug,greyhound,squirrel,sub
4810-9,27,dalmatian,cow,sheep,basic
4810-9,29,polarbear,pig,lobster,basic
4810-9,30,poloshirt,lobster,bathrobe,basic
4810-9,31,minivan,firetruck,bison,sub
4810-9,32,convertible,bathrobe,rosemary,sub
5895-f,2,daisy,pig,train,sub
5895-f,3,germanshepherd,greyhound,cow,basic
5895-f,4,tulip,grasses,lily,basic
5895-f,5,catfish,cow,squirrel,basic
5895-f,6,convertible,kitten,gloves,basic
5895-f,8,mnms,firetruck,chips,sub
5895-f,9,diningtable,chips,bed,basic
5895-f,12,pandabear,koalabear,hamster,sub
5895-f,17,suv,ambulance,train,basic
5895-f,18,husky,horse,rhino,basic
5895-f,19,goldfish,socks,sheep,basic
5895-f,21,hummingbird,iguana,cow,basic
5895-f,23,parrot,cookies,bookcase,basic
5895-f,32,jellybeans,chips,kitten,basic
5895-f,33,swordfish,ambulance,cookies,basic
5895-f,35,polarbear,lamp,socks,basic
5895-f,36,skittles,candycorn,pretzels,sub
5895-f,37,tshirt,dress,horse,basic
5895-f,38,picnictable,bed,bookcase,sub
5895-f,42,eagle,lion,pottedplant,sub
5895-f,46,pigeon,motorcycle,rosemary,basic
5895-f,48,clownfish,crocodile,kitten,basic
5895-f,50,dressshirt,campshirt,bathrobe,basic
5895-f,53,grizzlybear,koalabear,lion,basic
5895-f,55,sportscar,firetruck,kitten,basic
5895-f,56,bedsidetable,sidetable,bed,sub
5895-f,57,hawaiishirt,bathrobe,campshirt,sub
5895-f,58,minivan,lion,rosemary,sub
5895-f,60,blackbear,bison,snake,sub
5895-f,62,sunflower,chips,bison,basic
5895-f,64,gummybears,rosemary,lamp,sub
5895-f,68,pug,crocodile,wardrobe,basic
5895-f,70,poloshirt,socks,gloves,basic
5895-f,72,coffeetable,bed,lion,basic
3084-5,1,sunflower,pottedplant,chips,basic
3084-5,2,tulip,grasses,train,sub
3084-5,3,coffeetable,lamp,sidetable,sub
3084-5,6,parrot,socks,cookies,sub
3084-5,9,husky,crocodile,snake,sub
3084-5,12,convertible,sedan,train,sub
3084-5,13,swordfish,cookies,gloves,sub
3084-5,14,sportscar,motorcycle,ambulance,basic
3084-5,15,dalmatian,iguana,rabbit,sub
3084-5,17,germanshepherd,hamster,greyhound,sub
3084-5,19,mnms,popcorn,pretzels,sub
3084-5,21,catfish,discusfish,rabbit,sub
3084-5,23,goldfish,discusfish,rabbit,sub
3084-5,28,tshirt,wardrobe,bathrobe,sub
3084-5,32,minivan,elephant,popcorn,basic
3084-5,36,skittles,chips,cookies,sub
3084-5,38,jellybeans,cookies,candycorn,sub
3084-5,39,picnictable,wardrobe,bed,sub
3084-5,42,hawaiishirt,bathrobe,dress,basic
3084-5,45,dressshirt,ambulance,pretzels,basic
3084-5,48,polarbear,cow,elephant,basic
3084-5,49,hummingbird,sparrow,elephant,sub
3084-5,50,pandabear,lamp,pottedplant,sub
3084-5,51,poloshirt,pig,wardrobe,basic
3084-5,52,rose,chips,squirrel,sub
3084-5,56,pigeon,rabbit,bookcase,sub
3084-5,57,diningtable,bed,lamp,basic
3084-5,58,clownfish,elephant,bookcase,sub
3084-5,59,grizzlybear,popcorn,snake,basic
3084-5,60,suv,lion,chips,basic
3084-5,63,pug,pig,wardrobe,sub
3084-5,65,eagle,gloves,bed,sub
3084-5,66,gummybears,pottedplant,chips,sub
3084-5,69,bedsidetable,chips,bed,sub
3084-5,70,daisy,lily,rosemary,sub
3084-5,72,blackbear,koalabear,kitten,sub
3197-1,2,coffeetable,bed,wardrobe,basic
3197-1,4,diningtable,wardrobe,dress,basic
3197-1,6,swordfish,pig,discusfish,sub
3197-1,8,catfish,snake,iguana,sub
3197-1,9,eagle,sparrow,horse,sub
3197-1,10,tshirt,crocodile,cookies,basic
3197-1,17,rose,chips,dress,sub
3197-1,19,dressshirt,bed,bathrobe,basic
3197-1,20,suv,ambulance,bison,sub
3197-1,21,jellybeans,ivy,rhino,sub
3197-1,23,minivan,sedan,motorcycle,sub
3197-1,24,sportscar,bed,bison,sub
3197-1,26,picnictable,rabbit,wardrobe,sub
3197-1,27,bedsidetable,bed,lamp,sub
3197-1,28,hawaiishirt,dress,ivy,basic
3197-1,30,polarbear,crocodile,koalabear,sub
3197-1,34,parrot,hamster,sparrow,sub
3197-1,36,daisy,pottedplant,elephant,basic
3197-1,43,blackbear,ambulance,dress,sub
3197-1,44,grizzlybear,bison,iguana,sub
3197-1,45,hummingbird,popcorn,gloves,sub
3197-1,47,gummybears,chips,cookies,sub
3197-1,48,poloshirt,pottedplant,motorcycle,basic
3197-1,49,pigeon,rhino,crocodile,sub
3197-1,50,husky,kitten,lion,basic
3197-1,52,skittles,chips,popcorn,sub
3197-1,54,mnms,cookies,candycorn,sub
3197-1,56,germanshepherd,sheep,greyhound,sub
3197-1,59,convertible,popcorn,train,sub
3197-1,60,pug,squirrel,crocodile,basic
3197-1,61,sunflower,lion,rosemary,basic
3197-1,64,dalmatian,crocodile,greyhound,sub
3197-1,67,tulip,ambulance,gloves,basic
3197-1,68,clownfish,bathrobe,lobster,basic
3197-1,69,pandabear,ivy,train,sub
3197-1,72,goldfish,lion,discusfish,sub
5611-0,2,blackbear,sheep,koalabear,basic
5611-0,6,germanshepherd,bed,iguana,basic
5611-0,7,jellybeans,candycorn,cookies,sub
5611-0,9,hummingbird,sheep,crocodile,basic
5611-0,10,tshirt,train,snake,basic
5611-0,11,convertible,iguana,ivy,basic
5611-0,14,gummybears,cookies,bison,sub
5611-0,15,minivan,firetruck,train,basic
5611-0,20,hawaiishirt,socks,dress,basic
5611-0,24,rose,ivy,rosemary,sub
5611-0,26,daisy,sheep,chips,basic
5611-0,27,sportscar,firetruck,iguana,basic
5611-0,28,eagle,lion,wardrobe,sub
5611-0,30,catfish,bathrobe,train,basic
5611-0,31,sunflower,lamp,gloves,basic
5611-0,32,mnms,pretzels,chips,sub
5611-0,33,grizzlybear,elephant,koalabear,basic
5611-0,34,pug,pottedplant,lamp,basic
5611-0,36,swordfish,grasses,ambulance,basic
5611-0,37,goldfish,sheep,discusfish,sub
5611-0,39,clownfish,lamp,grasses,basic
5611-0,41,suv,train,ivy,sub
5611-0,48,bedsidetable,iguana,bookcase,sub
5611-0,49,skittles,snake,popcorn,sub
5611-0,51,diningtable,sidetable,bed,basic
5611-0,55,dressshirt,campshirt,bathrobe,basic
5611-0,57,picnictable,rosemary,horse,sub
5611-0,58,pandabear,snake,koalabear,sub
5611-0,61,coffeetable,lamp,bed,basic
5611-0,62,polarbear,cow,lobster,sub
5611-0,63,husky,lobster,cow,basic
5611-0,65,parrot,kitten,sparrow,sub
5611-0,66,pigeon,bison,horse,basic
5611-0,68,dalmatian,pottedplant,snake,basic
5611-0,69,poloshirt,campshirt,socks,sub
5611-0,71,tulip,cookies,rosemary,sub
4205-4,5,mnms,chips,cookies,basic
4205-4,7,goldfish,cookies,wardrobe,sub
4205-4,11,poloshirt,hamster,bathrobe,basic
4205-4,12,tulip,grasses,motorcycle,sub
4205-4,13,swordfish,train,bookcase,basic
4205-4,15,gummybears,bed,sheep,basic
4205-4,16,germanshepherd,firetruck,squirrel,basic
4205-4,19,hawaiishirt,dress,campshirt,sub
4205-4,20,coffeetable,bed,wardrobe,sub
4205-4,23,dalmatian,wardrobe,cookies,basic
4205-4,29,sunflower,sheep,chips,sub
4205-4,30,sportscar,ambulance,grasses,sub
4205-4,33,grizzlybear,squirrel,iguana,basic
4205-4,37,skittles,squirrel,wardrobe,sub
4205-4,38,jellybeans,motorcycle,lion,sub
4205-4,41,pug,lobster,horse,basic
4205-4,44,hummingbird,rhino,sparrow,sub
4205-4,45,picnictable,bed,pottedplant,sub
4205-4,47,rose,rosemary,lily,sub
4205-4,49,suv,ambulance,train,sub
4205-4,50,tshirt,socks,bathrobe,basic
4205-4,52,eagle,dress,cow,sub
4205-4,54,daisy,pottedplant,ivy,sub
4205-4,55,minivan,sedan,train,sub
4205-4,56,parrot,pig,dress,sub
4205-4,57,clownfish,kitten,horse,basic
4205-4,58,bedsidetable,bookcase,sidetable,basic
4205-4,59,convertible,wardrobe,crocodile,basic
4205-4,60,polarbear,rosemary,bison,basic
4205-4,63,blackbear,cow,koalabear,sub
4205-4,65,diningtable,motorcycle,kitten,basic
4205-4,68,pigeon,bison,motorcycle,basic
4205-4,70,dressshirt,socks,bathrobe,basic
4205-4,72,husky,greyhound,rhino,basic
9554-c,3,daisy,rosemary,lobster,basic
9554-c,4,sportscar,ambulance,train,basic
9554-c,7,pigeon,rabbit,elephant,basic
9554-c,8,eagle,bison,ambulance,basic
9554-c,9,husky,cookies,grasses,basic
9554-c,10,goldfish,rabbit,lobster,basic
9554-c,11,rose,grasses,rosemary,basic
9554-c,16,minivan,ambulance,sedan,sub
9554-c,18,coffeetable,cow,ambulance,basic
9554-c,20,poloshirt,train,bathrobe,basic
9554-c,23,tshirt,dress,campshirt,basic
9554-c,33,sunflower,lobster,bathrobe,basic
9554-c,35,jellybeans,bathrobe,ambulance,basic
9554-c,36,germanshepherd,greyhound,lion,basic
9554-c,38,bedsidetable,bison,dress,sub
9554-c,41,convertible,bathrobe,motorcycle,basic
9554-c,45,suv,sedan,train,sub
9554-c,48,grizzlybear,bison,cow,basic
9554-c,49,hawaiishirt,bathrobe,crocodile,basic
9554-c,54,pug,pretzels,crocodile,basic
9554-c,57,pandabear,bison,elephant,sub
9554-c,58,picnictable,cow,dress,sub
9554-c,59,clownfish,rhino,lobster,basic
9554-c,62,gummybears,rhino,bathrobe,basic
9554-c,64,blackbear,bookcase,cookies,basic
9554-c,66,dalmatian,rhino,rosemary,basic
9554-c,68,swordfish,snake,pig,basic
9554-c,69,polarbear,popcorn,squirrel,basic
9554-c,70,skittles,lion,wardrobe,basic
9554-c,72,catfish,iguana,discusfish,basic
8344-c,4,rose,rabbit,ivy,sub
8344-c,5,parrot,lion,lobster,sub
8344-c,6,hawaiishirt,bathrobe,gloves,sub
8344-c,7,tulip,grasses,bed,basic
8344-c,8,polarbear,rabbit,koalabear,sub
8344-c,10,minivan,squirrel,cookies,sub
8344-c,11,daisy,pig,pretzels,basic
8344-c,16,pandabear,iguana,dress,sub
8344-c,19,sunflower,lamp,snake,sub
8344-c,21,germanshepherd,greyhound,rabbit,sub
8344-c,23,mnms,rosemary,firetruck,sub
8344-c,24,skittles,sheep,popcorn,sub
8344-c,25,picnictable,bookcase,popcorn,basic
8344-c,28,bedsidetable,wardrobe,bookcase,sub
8344-c,29,suv,rabbit,motorcycle,sub
8344-c,31,poloshirt,bathrobe,campshirt,basic
8344-c,32,dressshirt,bookcase,popcorn,basic
8344-c,38,convertible,sedan,motorcycle,sub
8344-c,40,pigeon,bison,horse,sub
8344-c,41,tshirt,socks,bathrobe,basic
8344-c,42,sportscar,motorcycle,train,basic
8344-c,44,jellybeans,pretzels,squirrel,sub
8344-c,48,gummybears,ambulance,kitten,sub
8344-c,49,diningtable,sidetable,wardrobe,basic
8344-c,51,hummingbird,rhino,bison,basic
8344-c,56,pug,lion,squirrel,basic
8344-c,57,dalmatian,kitten,popcorn,sub
8344-c,59,swordfish,wardrobe,grasses,basic
8344-c,60,catfish,lion,rhino,basic
8344-c,61,coffeetable,kitten,wardrobe,basic
8344-c,65,eagle,hamster,sparrow,sub
8344-c,69,grizzlybear,koalabear,snake,basic
8344-c,70,goldfish,cookies,rosemary,basic
8344-c,72,blackbear,firetruck,cookies,basic
3908-9,6,eagle,crocodile,sheep,basic
3908-9,7,jellybeans,chips,ivy,basic
3908-9,16,dalmatian,firetruck,rhino,super
3908-9,27,gummybears,candycorn,chips,sub
3908-9,29,suv,grasses,ambulance,super
3908-9,62,poloshirt,gloves,dress,super
3908-9,66,pigeon,popcorn,motorcycle,basic
3908-9,70,rose,kitten,bed,basic
0327-7,1,convertible,lamp,rhino,basic
0327-7,4,mnms,dress,chips,sub
0327-7,7,pigeon,gloves,popcorn,sub
0327-7,12,jellybeans,chips,socks,sub
0327-7,15,clownfish,cookies,lobster,sub
0327-7,16,tshirt,bathrobe,campshirt,sub
0327-7,17,coffeetable,kitten,wardrobe,sub
0327-7,19,hawaiishirt,lion,bookcase,basic
0327-7,20,rose,lily,rosemary,sub
0327-7,21,skittles,pretzels,chips,sub
0327-7,22,sportscar,motorcycle,ambulance,sub
0327-7,23,picnictable,wardrobe,bookcase,sub
0327-7,27,pandabear,bathrobe,pig,sub
0327-7,29,blackbear,koalabear,horse,basic
0327-7,31,eagle,bison,lobster,sub
0327-7,33,gummybears,horse,motorcycle,sub
0327-7,34,dressshirt,popcorn,lamp,basic
0327-7,36,pug,greyhound,crocodile,sub
0327-7,39,parrot,pottedplant,elephant,sub
0327-7,40,daisy,rosemary,wardrobe,sub
0327-7,41,poloshirt,gloves,ambulance,basic
0327-7,42,minivan,bathrobe,elephant,sub
0327-7,43,goldfish,pig,snake,sub
0327-7,44,catfish,bison,elephant,basic
0327-7,50,polarbear,crocodile,bison,sub
0327-7,53,hummingbird,elephant,sparrow,basic
0327-7,54,grizzlybear,cow,lobster,basic
0327-7,60,swordfish,lobster,elephant,sub
0327-7,63,tulip,bison,bed,sub
0327-7,64,husky,iguana,greyhound,sub
0327-7,66,germanshepherd,iguana,greyhound,sub
0327-7,67,diningtable,wardrobe,hamster,basic
0327-7,69,dalmatian,bed,bathrobe,sub
0327-7,70,sunflower,pottedplant,lily,sub
7949-f,4,suv,ambulance,popcorn,sub
7949-f,6,pug,pig,lobster,sub
7949-f,8,convertible,motorcycle,firetruck,basic
7949-f,9,blackbear,cow,bathrobe,basic
7949-f,11,parrot,rhino,hamster,basic
7949-f,13,polarbear,snake,horse,basic
7949-f,19,husky,cow,greyhound,sub
7949-f,20,swordfish,iguana,lion,sub
7949-f,22,sportscar,lamp,socks,basic
7949-f,23,diningtable,lamp,sidetable,basic
7949-f,24,daisy,bathrobe,lion,basic
7949-f,25,hawaiishirt,campshirt,dress,basic
7949-f,28,pigeon,bed,pottedplant,basic
7949-f,34,germanshepherd,horse,rosemary,basic
7949-f,35,dressshirt,dress,hamster,basic
7949-f,36,picnictable,sidetable,lamp,sub
7949-f,39,clownfish,cow,pottedplant,basic
7949-f,44,goldfish,sheep,lobster,basic
7949-f,45,bedsidetable,rhino,bookcase,sub
7949-f,48,tshirt,bison,ambulance,basic
7949-f,49,catfish,wardrobe,ambulance,basic
7949-f,51,pandabear,rhino,elephant,sub
7949-f,53,hummingbird,elephant,sparrow,sub
7949-f,54,gummybears,candycorn,popcorn,sub
7949-f,55,eagle,lobster,bookcase,sub
7949-f,60,minivan,bathrobe,rosemary,sub
7949-f,63,skittles,cookies,pottedplant,sub
7949-f,68,grizzlybear,lamp,pretzels,basic
7949-f,69,jellybeans,pretzels,chips,sub
7949-f,70,coffeetable,crocodile,lamp,basic
7949-f,71,mnms,pretzels,candycorn,sub
0071-5,10,daisy,pottedplant,squirrel,basic
0071-5,11,convertible,rhino,chips,sub
0071-5,12,pigeon,snake,sparrow,basic
0071-5,17,tulip,train,pig,basic
0071-5,28,eagle,cookies,motorcycle,basic
0071-5,30,goldfish,squirrel,lobster,basic
0071-5,33,picnictable,lamp,bed,sub
0071-5,60,suv,ambulance,sedan,sub
0071-5,69,polarbear,train,lamp,sub
3676-c,3,coffeetable,kitten,wardrobe,basic
3676-c,4,swordfish,discusfish,squirrel,sub
3676-c,5,rose,lily,grasses,sub
3676-c,7,sportscar,cow,grasses,basic
3676-c,9,tshirt,dress,pretzels,basic
3676-c,12,sunflower,bathrobe,horse,sub
3676-c,13,husky,greyhound,sheep,sub
3676-c,14,germanshepherd,bed,elephant,basic
3676-c,15,grizzlybear,hamster,kitten,basic
3676-c,20,goldfish,dress,cookies,basic
3676-c,22,catfish,snake,kitten,sub
3676-c,23,polarbear,koalabear,pig,sub
3676-c,24,minivan,firetruck,motorcycle,sub
3676-c,25,diningtable,wardrobe,bookcase,basic
3676-c,26,hawaiishirt,gloves,campshirt,sub
3676-c,28,hummingbird,pretzels,sheep,basic
3676-c,29,clownfish,discusfish,iguana,basic
3676-c,34,dalmatian,lobster,firetruck,sub
3676-c,35,convertible,cow,rosemary,basic
3676-c,36,gummybears,rosemary,chips,sub
3676-c,39,skittles,bookcase,hamster,sub
3676-c,40,suv,dress,elephant,basic
3676-c,41,jellybeans,cookies,iguana,sub
3676-c,48,pug,crocodile,pig,basic
3676-c,51,parrot,lobster,ivy,sub
3676-c,52,pandabear,bison,hamster,sub
3676-c,53,tulip,bed,dress,sub
3676-c,54,eagle,sheep,sparrow,sub
3676-c,60,blackbear,rabbit,iguana,basic
3676-c,66,daisy,lily,ivy,sub
3676-c,68,poloshirt,ivy,cow,basic
3676-c,69,pigeon,bison,sheep,basic
3676-c,70,dressshirt,bathrobe,socks,basic
3676-c,71,mnms,popcorn,motorcycle,sub
6426-3,3,pug,kitten,greyhound,sub
6426-3,4,picnictable,firetruck,bookcase,basic
6426-3,10,germanshepherd,squirrel,iguana,sub
6426-3,11,rose,ivy,elephant,sub
6426-3,12,eagle,hamster,kitten,sub
6426-3,13,hummingbird,dress,grasses,sub
6426-3,15,sunflower,train,rosemary,sub
6426-3,16,mnms,cookies,candycorn,sub
6426-3,17,gummybears,squirrel,ambulance,sub
6426-3,21,daisy,ivy,rosemary,sub
6426-3,27,tshirt,hamster,cookies,basic
6426-3,30,jellybeans,snake,pretzels,sub
6426-3,31,minivan,motorcycle,hamster,sub
6426-3,36,coffeetable,sidetable,bookcase,sub
6426-3,37,convertible,gloves,wardrobe,sub
6426-3,39,pigeon,horse,iguana,sub
6426-3,43,blackbear,pretzels,crocodile,sub
6426-3,44,dalmatian,crocodile,rabbit,sub
6426-3,49,suv,ambulance,snake,sub
6426-3,50,polarbear,koalabear,crocodile,sub
6426-3,51,grizzlybear,sheep,kitten,sub
6426-3,57,sportscar,firetruck,train,sub
6426-3,58,catfish,hamster,train,sub
6426-3,61,goldfish,gloves,lamp,sub
6426-3,62,swordfish,bison,pig,sub
6426-3,64,tulip,snake,popcorn,sub
6426-3,66,diningtable,bison,dress,sub
6426-3,69,husky,pretzels,rosemary,sub
6426-3,70,parrot,cow,lion,sub
6426-3,72,pandabear,squirrel,koalabear,sub
1984-6,1,poloshirt,cookies,lion,basic
1984-6,4,convertible,socks,motorcycle,basic
1984-6,7,grizzlybear,lobster,snake,basic
1984-6,8,germanshepherd,pig,greyhound,basic
1984-6,10,polarbear,snake,koalabear,sub
1984-6,11,bedsidetable,bed,bison,sub
1984-6,14,goldfish,hamster,dress,basic
1984-6,15,mnms,lamp,motorcycle,sub
1984-6,16,rose,ivy,lobster,sub
1984-6,17,dalmatian,crocodile,gloves,basic
1984-6,21,gummybears,pretzels,chips,sub
1984-6,23,coffeetable,lobster,popcorn,basic
1984-6,24,minivan,sedan,motorcycle,sub
1984-6,25,jellybeans,cookies,lion,sub
1984-6,29,tulip,ivy,rosemary,sub
1984-6,31,tshirt,bathrobe,socks,basic
1984-6,34,diningtable,bookcase,wardrobe,basic
1984-6,35,pandabear,grasses,bookcase,basic
1984-6,36,hawaiishirt,dress,bathrobe,sub
1984-6,43,dressshirt,bison,lamp,basic
1984-6,47,blackbear,popcorn,rosemary,basic
1984-6,52,hummingbird,bison,iguana,basic
1984-6,53,pug,hamster,firetruck,basic
1984-6,54,swordfish,discusfish,squirrel,sub
1984-6,56,husky,crocodile,greyhound,sub
1984-6,57,suv,train,sedan,sub
1984-6,59,pigeon,rhino,pretzels,sub
1984-6,62,daisy,firetruck,socks,basic
1984-6,63,sunflower,rosemary,ivy,basic
1984-6,64,picnictable,train,bookcase,basic
1984-6,65,skittles,rosemary,bookcase,sub
1984-6,66,clownfish,pottedplant,bathrobe,basic
1984-6,68,eagle,rhino,snake,sub
3909-d,1,mnms,pretzels,popcorn,sub
3909-d,2,clownfish,discusfish,crocodile,basic
3909-d,3,hawaiishirt,gloves,snake,basic
3909-d,4,bedsidetable,bookcase,sidetable,sub
3909-d,5,blackbear,cow,pretzels,basic
3909-d,6,dressshirt,hamster,train,basic
3909-d,8,gummybears,pretzels,cookies,sub
3909-d,11,goldfish,socks,bison,basic
3909-d,12,tulip,motorcycle,grasses,sub
1897-b,3,pug,greyhound,cow,sub
1897-b,4,dalmatian,iguana,snake,sub
