gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Basiclevel, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Basiclevel, alt4superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,superClassMentioned,superSuperClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,,notes
5512-7,1.44926E+12,42,colorSizeTrial,sizeOnly3Distr1Same,big_brown_belt,target,1,3,NA,NA,small_black_belt,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_brown_belt,distractor,4,1,NA,NA,small_black_belt,distractor,2,4,NA,NA,1,1,0,big brown,,1.44926E+12,big brown,TRUE,TRUE,FALSE,,,,,,,,belt,big,brown,,,,
5512-7,1.44926E+12,43,colorSizeTrial,colorOnly3Distr2Same,small_red_candle,target,3,4,NA,NA,small_blue_candle,distractor,2,2,NA,NA,big_blue_candle,distractor,4,1,NA,NA,small_blue_candle,distractor,1,3,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,red,,1.44926E+12,red,FALSE,TRUE,FALSE,,,,,,,,candle,small,red,,,,
5512-7,1.44926E+12,44,subSuperTrial,distr23,coffeeTable,target,2,2,table,furniture,blackStimulus,NA,5,5,NA,NA,wardrobe,distrClass2,3,4,NA,furniture,bison,distrClass3,4,3,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,table,,1.44926E+12,table,FALSE,FALSE,FALSE,,TRUE,,,,,,coffeeTable,NA,NA,,,,
5512-7,1.44926E+12,45,colorSizeTrial,colorOnly4Distr1Same,small_blue_book,target,5,1,NA,NA,big_black_book,distractor,2,3,NA,NA,small_black_book,distractor,4,4,NA,NA,big_black_book,distractor,3,5,NA,NA,big_black_book,distractor,1,2,NA,NA,1,1,0,smallest,,1.44926E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,book,small,blue,,,,
5512-7,1.44926E+12,46,subSuperTrial,distr33,skittles,target,4,3,candy,snack,rosemary,distrClass3,3,2,NA,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,rhino,distrClass3,2,4,NA,animal,1,1,0,candy,,1.44926E+12,candy,FALSE,FALSE,FALSE,,TRUE,,,,,,skittles,NA,NA,,,,
5512-7,1.44926E+12,47,colorSizeTrial,sizeOnly3Distr3Same,small_brown_jacket,target,3,1,NA,NA,big_brown_jacket,distractor,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_brown_jacket,distractor,4,3,NA,NA,big_brown_jacket,distractor,1,2,NA,NA,1,1,0,smallest,,1.44926E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,jacket,small,brown,,,,
5512-7,1.44926E+12,48,colorSizeTrial,colorOnly3Distr3Same,big_green_bracelet,target,3,3,NA,NA,big_purple_bracelet,distractor,4,4,NA,NA,big_purple_bracelet,distractor,2,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_bracelet,distractor,1,2,NA,NA,1,1,0,green,,1.44926E+12,green,FALSE,TRUE,FALSE,,,,,,,,bracelet,big,green,,,,
5512-7,1.44926E+12,49,subSuperTrial,distr33,suv,target,2,4,car,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,wardrobe,distrClass3,3,2,NA,furniture,chips,distrClass3,4,3,NA,snack,1,1,0,car,,1.44926E+12,car,FALSE,FALSE,FALSE,,TRUE,,,,,,suv,NA,NA,,,,
5512-7,1.44926E+12,50,subSuperTrial,distr22,poloShirt,target,3,4,shirt,clothing,blackStimulus,NA,1,1,NA,NA,bathrobe,distrClass2,4,2,NA,clothing,blackStimulus,NA,5,5,NA,NA,gloves,distrClass2,2,3,NA,clothing,1,1,0,shirt,,1.44926E+12,shirt,FALSE,FALSE,FALSE,,TRUE,,,,,,poloShirt,NA,NA,,,,
5512-7,1.44926E+12,51,subSuperTrial,distr12,sunflower,target,2,3,flower,plant,blackStimulus,NA,1,1,NA,NA,lily,distrClass1,4,2,flower,plant,blackStimulus,NA,5,5,NA,NA,ivy,distrClass2,3,4,NA,plant,1,1,0,yellow,,1.44926E+12,yellow,FALSE,TRUE,FALSE,,,,,,,,sunflower,NA,NA,,,,
5512-7,1.44926E+12,52,colorSizeTrial,sizeOnly4Distr3Same,small_yellow_napkin,target,1,3,NA,NA,big_yellow_napkin,distractor,3,1,NA,NA,big_yellow_napkin,distractor,5,5,NA,NA,big_orange_napkin,distractor,4,4,NA,NA,big_yellow_napkin,distractor,2,2,NA,NA,1,1,0,smallest,,1.44926E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,napkin,small,yellow,,,,
5512-7,1.44926E+12,53,subSuperTrial,distr33,polarBear,target,4,3,bear,animal,bathrobe,distrClass3,2,4,NA,clothing,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,pottedPlant,distrClass3,3,2,NA,plant,1,1,0,bear,,1.44926E+12,bear,FALSE,FALSE,FALSE,,TRUE,,,,,,polarBear,NA,NA,,,,
5512-7,1.44926E+12,54,subSuperTrial,distr12,greyhound,distrClass1,3,2,dog,animal,blackStimulus,NA,5,5,NA,NA,husky,target,2,3,dog,animal,blackStimulus,NA,1,1,NA,NA,kitten,distrClass2,4,4,NA,animal,1,1,0,dog,,1.44926E+12,dog,FALSE,FALSE,FALSE,,TRUE,,,,,,greyhound,NA,NA,,,,
5512-7,1.44926E+12,55,subSuperTrial,distr23,hummingBird,target,4,4,bird,animal,chips,distrClass3,2,3,NA,snack,lion,distrClass2,3,2,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,bird,,1.44926E+12,bird,FALSE,FALSE,FALSE,,TRUE,,,,,,hummingBird,NA,NA,,,,
5512-7,1.44926E+12,56,subSuperTrial,distr22,bedsideTable,target,4,3,table,furniture,blackStimulus,NA,1,1,NA,NA,wardrobe,distrClass2,2,2,NA,furniture,bed,distrClass2,3,4,NA,furniture,blackStimulus,NA,5,5,NA,NA,1,1,0,table,,1.44926E+12,table,FALSE,FALSE,FALSE,,TRUE,,,,,,bedsideTable,NA,NA,,,,
5512-7,1.44926E+12,57,colorSizeTrial,sizeOnly3Distr3Same,big_green_guitar,target,2,3,NA,NA,small_green_guitar,distractor,1,4,NA,NA,small_green_guitar,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_green_guitar,distractor,4,1,NA,NA,1,1,0,biggest,,1.44926E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,guitar,big,green,,,,
5512-7,1.44926E+12,58,subSuperTrial,distr23,convertible,target,2,4,car,vehicle,blackStimulus,NA,1,1,NA,NA,pottedPlant,distrClass3,3,3,NA,plant,train,distrClass2,4,2,NA,vehicle,blackStimulus,NA,5,5,NA,NA,1,1,0,car,,1.44926E+12,car,FALSE,FALSE,FALSE,,TRUE,,,,,,convertible,NA,NA,,,,
5512-7,1.44926E+12,59,colorSizeTrial,sizeOnly3Distr1Same,big_pink_balloon,target,4,3,NA,NA,small_yellow_balloon,distractor,3,2,NA,NA,small_pink_balloon,distractor,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_yellow_balloon,distractor,1,1,NA,NA,1,1,0,biggest,,1.44926E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,balloon,big,pink,,,,
5512-7,1.44926E+12,60,colorSizeTrial,colorOnly4Distr3Same,small_white_phone,target,5,3,NA,NA,small_pink_phone,distractor,2,4,NA,NA,small_pink_phone,distractor,1,2,NA,NA,big_pink_phone,distractor,4,5,NA,NA,small_pink_phone,distractor,3,1,NA,NA,1,1,0,white,,1.44926E+12,white,FALSE,TRUE,FALSE,,,,,,,,phone,small,white,,,,
5512-7,1.44926E+12,61,colorSizeTrial,colorOnly4Distr3Same,big_blue_butterfly,target,4,5,NA,NA,big_purple_butterfly,distractor,1,1,NA,NA,big_purple_butterfly,distractor,3,4,NA,NA,small_purple_butterfly,distractor,5,3,NA,NA,big_purple_butterfly,distractor,2,2,NA,NA,1,1,0,blue,,1.44926E+12,blue,FALSE,TRUE,FALSE,,,,,,,,butterfly,big,blue,,,,
5512-7,1.44926E+12,62,colorSizeTrial,sizeOnly3Distr2Same,big_blue_cushion,target,4,1,NA,NA,small_blue_cushion,distractor,1,4,NA,NA,small_blue_cushion,distractor,3,3,NA,NA,small_orange_cushion,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,biggest,,1.44926E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,cushion,big,blue,,,,
5512-7,1.44926E+12,63,colorSizeTrial,sizeOnly4Distr3Same,small_green_binder,target,3,4,NA,NA,big_green_binder,distractor,2,3,NA,NA,big_green_binder,distractor,4,2,NA,NA,big_blue_binder,distractor,1,5,NA,NA,big_green_binder,distractor,5,1,NA,NA,1,1,0,smallest,,1.44926E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,binder,small,green,,,,
5512-7,1.44926E+12,64,subSuperTrial,distr22,pandaBear,target,3,3,bear,animal,kitten,distrClass2,4,4,NA,animal,blackStimulus,NA,1,1,NA,NA,pig,distrClass2,2,2,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,bear,,1.44926E+12,bear,FALSE,FALSE,FALSE,,TRUE,,,,,,pandaBear,NA,NA,,,,
5512-7,1.44926E+12,65,subSuperTrial,distr23,swordFish,target,3,2,fish,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,kitten,distrClass2,2,3,NA,animal,socks,distrClass3,4,4,NA,clothing,1,1,0,fish,,1.44926E+12,fish,FALSE,FALSE,FALSE,,TRUE,,,,,,swordFish,NA,NA,,,,
5512-7,1.44926E+12,66,subSuperTrial,distr33,eagle,target,4,2,bird,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,socks,distrClass3,2,3,NA,clothing,motorcycle,distrClass3,3,4,NA,vehicle,1,1,0,bird,,1.44926E+12,bird,FALSE,FALSE,FALSE,,TRUE,,,,,,eagle,NA,NA,,,,
5512-7,1.44926E+12,67,colorSizeTrial,sizeOnly2Distr1Same,small_orange_billiardball,target,3,3,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,big_orange_billiardball,distractor,4,4,NA,NA,big_purple_billiardball,distractor,2,2,NA,NA,1,1,0,smallest,,1.44926E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,billiardball,small,orange,,,,
5512-7,1.44926E+12,68,colorSizeTrial,sizeOnly3Distr1Same,small_green_avocado,target,2,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_black_avocado,distractor,1,4,NA,NA,big_black_avocado,distractor,4,2,NA,NA,big_green_avocado,distractor,3,3,NA,NA,1,1,0,smallest,,1.44926E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,avocado,small,green,,,,
5512-7,1.44926E+12,69,subSuperTrial,distr33,gummyBears,target,4,2,candy,snack,firetruck,distrClass3,2,4,NA,vehicle,blackStimulus,NA,5,5,NA,NA,wardrobe,distrClass3,3,3,NA,furniture,blackStimulus,NA,1,1,NA,NA,1,1,0,candy,,1.44926E+12,candy,FALSE,FALSE,FALSE,,TRUE,,,,,,gummyBears,NA,NA,,,,
5512-7,1.44926E+12,70,subSuperTrial,distr33,blackBear,target,2,3,bear,animal,bathrobe,distrClass3,3,2,NA,clothing,blackStimulus,NA,5,5,NA,NA,socks,distrClass3,4,4,NA,clothing,blackStimulus,NA,1,1,NA,NA,1,1,0,bear,,1.44926E+12,bear,FALSE,FALSE,FALSE,,TRUE,,,,,,blackBear,NA,NA,,,,
5512-7,1.44926E+12,71,colorSizeTrial,sizeOnly2Distr1Same,big_yellow_shoe,distractor,3,4,NA,NA,small_white_shoe,target,2,3,NA,NA,big_white_shoe,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,yellow,,1.44926E+12,yellow,FALSE,TRUE,FALSE,,,,,,,,shoe,big,yellow,,,,
5512-7,1.44926E+12,72,subSuperTrial,distr33,rose,target,3,2,flower,plant,bathrobe,distrClass3,4,3,NA,clothing,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,cookies,distrClass3,2,4,NA,snack,1,1,0,rose,,1.44926E+12,rose,FALSE,FALSE,TRUE,,,,,,,,rose,NA,NA,,,,
3293-5,1.44926E+12,1,subSuperTrial,distr23,clownFish,target,2,2,fish,animal,blackStimulus,NA,1,1,NA,NA,bison,distrClass2,3,3,NA,animal,pottedPlant,distrClass3,4,4,NA,plant,blackStimulus,NA,5,5,NA,NA,1,1,0,fish,,1.44926E+12,fish,FALSE,FALSE,FALSE,,TRUE,,,,,,clownFish,NA,NA,,,,
3293-5,1.44926E+12,2,subSuperTrial,distr12,bedsideTable,target,4,4,table,furniture,wardrobe,distrClass2,3,3,NA,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,sideTable,distrClass1,2,2,table,furniture,1,1,0,dresser,,1.44926E+12,dresser,FALSE,FALSE,TRUE,,,,,,,,bedsideTable,NA,NA,,,,
3293-5,1.44926E+12,3,subSuperTrial,distr12,germanShepherd,target,4,3,dog,animal,greyhound,distrClass1,3,2,dog,animal,lion,distrClass2,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,5,3,2,dog___black___pointy,there are 2___tell me about the ears,1449256239712___1449256256785___1449256259118___1449256278376___1449256287527,dog,FALSE,TRUE,FALSE,TRUE,TRUE,,,,,,germanShepherd,NA,NA,,,,
3293-5,1.44926E+12,4,subSuperTrial,distr12,pandaBear,target,3,2,bear,animal,blackStimulus,NA,5,5,NA,NA,bison,distrClass2,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA,koalaBear,distrClass1,4,3,bear,animal,1,1,0,panda,,1.44926E+12,panda,FALSE,FALSE,TRUE,,,,,,,,pandaBear,NA,NA,,,,
3293-5,1.44926E+12,5,colorSizeTrial,sizeOnly4Distr1Same,small_blue_cap,target,1,3,NA,NA,big_blue_cap,distractor,5,5,NA,NA,big_orange_cap,distractor,2,2,NA,NA,big_orange_cap,distractor,3,4,NA,NA,big_orange_cap,distractor,4,1,NA,NA,1,1,0,small blue,,1.44926E+12,small blue,TRUE,TRUE,FALSE,,,,,,,,cap,small,blue,,,,
3293-5,1.44926E+12,6,colorSizeTrial,sizeOnly3Distr1Same,big_white_weddingcake,target,4,1,NA,NA,small_pink_weddingcake,distractor,2,2,NA,NA,small_white_weddingcake,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_pink_weddingcake,distractor,1,3,NA,NA,1,1,0,largest  cake ,,1.44926E+12,largest  cake ,TRUE,FALSE,TRUE,,,,,,,,weddingcake,big,white,,,,
3293-5,1.44926E+12,7,colorSizeTrial,sizeOnly2Distr1Same,big_purple_rock,target,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_purple_rock,distractor,3,2,NA,NA,small_green_rock,distractor,4,3,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,large purple,,1.44926E+12,large purple,TRUE,TRUE,FALSE,,,,,,,,rock,big,purple,,,,
3293-5,1.44926E+12,8,subSuperTrial,distr23,tulip,target,2,2,flower,plant,rabbit,distrClass3,3,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,ivy,distrClass2,4,4,NA,plant,1,1,0,flower,,1.44926E+12,flower,FALSE,FALSE,FALSE,,TRUE,,,,,,tulip,NA,NA,,,,
3293-5,1.44926E+12,9,subSuperTrial,distr33,swordFish,target,3,4,fish,animal,blackStimulus,NA,5,5,NA,NA,bathrobe,distrClass3,4,2,NA,clothing,blackStimulus,NA,1,1,NA,NA,ambulance,distrClass3,2,3,NA,vehicle,1,1,0,swordfish,,1.44926E+12,swordfish,FALSE,FALSE,TRUE,,,,,,,,swordFish,NA,NA,,,,
3293-5,1.44926E+12,10,colorSizeTrial,sizeOnly3Distr2Same,big_pink_bucket,target,2,1,NA,NA,small_red_bucket,distractor,4,2,NA,NA,small_pink_bucket,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_pink_bucket,distractor,1,3,NA,NA,1,1,0,large pink,,1.44926E+12,large pink,TRUE,TRUE,FALSE,,,,,,,,bucket,big,pink,,,,
3293-5,1.44926E+12,11,colorSizeTrial,sizeOnly3Distr3Same,big_green_chair,target,3,3,NA,NA,small_green_chair,distractor,1,2,NA,NA,small_green_chair,distractor,4,4,NA,NA,small_green_chair,distractor,2,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,largest,,1.44926E+12,largest,TRUE,FALSE,FALSE,,,,,,,,chair,big,green,,,,
3293-5,1.44926E+12,12,subSuperTrial,distr22,daisy,target,2,2,flower,plant,rosemary,distrClass2,4,3,NA,plant,grasses,distrClass2,3,4,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,flower,,1.44926E+12,flower,FALSE,FALSE,FALSE,,TRUE,,,,,,daisy,NA,NA,,,,
3293-5,1.44926E+12,13,colorSizeTrial,sizeOnly3Distr2Same,big_purple_yarn,target,1,3,NA,NA,small_red_yarn,distractor,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_purple_yarn,distractor,2,2,NA,NA,small_purple_yarn,distractor,4,1,NA,NA,1,1,0,large purple,,1.44926E+12,large purple,TRUE,TRUE,FALSE,,,,,,,,yarn,big,purple,,,,
3293-5,1.44926E+12,14,subSuperTrial,distr23,pug,target,3,3,dog,animal,blackStimulus,NA,5,5,NA,NA,pottedPlant,distrClass3,2,2,NA,plant,blackStimulus,NA,1,1,NA,NA,pig,distrClass2,4,4,NA,animal,1,1,0,dog,,1.44926E+12,dog,FALSE,FALSE,FALSE,,TRUE,,,,,,pug,NA,NA,,,,
3293-5,1.44926E+12,15,colorSizeTrial,sizeOnly2Distr1Same,small_red_stapler,target,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_stapler,distractor,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,big_red_stapler,distractor,3,4,NA,NA,1,1,0,small red,,1.44926E+12,small red,TRUE,TRUE,FALSE,,,,,,,,stapler,small,red,,,,
3293-5,1.44926E+12,16,colorSizeTrial,colorOnly2Distr1Same,small_black_book,target,2,3,NA,NA,big_blue_book,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,small_blue_book,distractor,4,4,NA,NA,1,1,0,black,,1.44926E+12,black,FALSE,TRUE,FALSE,,,,,,,,book,small,black,,,,
3293-5,1.44926E+12,17,subSuperTrial,distr33,hawaiiShirt,target,3,2,shirt,clothing,blackStimulus,NA,1,1,NA,NA,ivy,distrClass3,2,3,NA,plant,blackStimulus,NA,5,5,NA,NA,kitten,distrClass3,4,4,NA,animal,1,1,0,shirt,,1.44926E+12,shirt,FALSE,FALSE,FALSE,,TRUE,,,,,,hawaiiShirt,NA,NA,,,,
3293-5,1.44926E+12,18,subSuperTrial,distr12,coffeeTable,target,4,4,table,furniture,sideTable,distrClass1,2,2,table,furniture,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,bed,distrClass2,3,3,NA,furniture,3,2,1,short table___yes,coffee table?,1449256575620___1449256583966___1449256600567,short table,FALSE,FALSE,TRUE,TRUE,TRUE,,,,,,coffeeTable,NA,NA,,,,
3293-5,1.44926E+12,19,colorSizeTrial,sizeOnly3Distr3Same,big_brown_belt,target,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_brown_belt,distractor,4,3,NA,NA,small_brown_belt,distractor,1,1,NA,NA,small_brown_belt,distractor,3,4,NA,NA,1,1,0,largest,,1.44926E+12,largest,TRUE,FALSE,FALSE,,,,,,,,belt,big,brown,,,,
3293-5,1.44926E+12,20,colorSizeTrial,sizeOnly3Distr2Same,small_black_comb,target,3,4,NA,NA,big_black_comb,distractor,1,2,NA,NA,big_blue_comb,distractor,4,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_black_comb,distractor,2,3,NA,NA,1,1,0,smallest,,1.44926E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,comb,small,black,,,,
3293-5,1.44926E+12,21,colorSizeTrial,sizeOnly3Distr3Same,big_blue_golfball,target,1,4,NA,NA,small_blue_golfball,distractor,2,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_blue_golfball,distractor,4,2,NA,NA,small_blue_golfball,distractor,3,3,NA,NA,1,1,0,largest,,1.44926E+12,largest,TRUE,FALSE,FALSE,,,,,,,,golfball,big,blue,,,,
3293-5,1.44926E+12,22,subSuperTrial,distr12,rose,target,4,2,flower,plant,lily,distrClass1,3,3,flower,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,rosemary,distrClass2,2,4,NA,plant,1,1,0,red flower,,1.44926E+12,red flower,FALSE,TRUE,FALSE,,TRUE,,,,,,rose,NA,NA,,,,
3293-5,1.44926E+12,23,colorSizeTrial,sizeOnly4Distr1Same,small_red_pepper,target,3,1,NA,NA,big_green_pepper,distractor,2,5,NA,NA,big_red_pepper,distractor,5,2,NA,NA,big_green_pepper,distractor,1,3,NA,NA,big_green_pepper,distractor,4,4,NA,NA,1,1,0,small red,,1.44926E+12,small red,TRUE,TRUE,FALSE,,,,,,,,pepper,small,red,,,,
3293-5,1.44926E+12,24,subSuperTrial,distr22,wardrobe,distrClass2,2,4,NA,furniture,blackStimulus,NA,5,5,NA,NA,lamp,distrClass2,3,2,NA,furniture,blackStimulus,NA,1,1,NA,NA,picnicTable,target,4,3,table,furniture,1,1,0,closet,,1.44926E+12,closet,FALSE,FALSE,FALSE,,,,,,,,wardrobe,NA,NA,,,,
3293-5,1.44926E+12,25,subSuperTrial,distr23,jellyBeans,target,2,2,candy,snack,pretzels,distrClass2,4,4,NA,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,socks,distrClass3,3,3,NA,clothing,1,1,0,jelly beans,,1.44926E+12,jelly beans,FALSE,FALSE,TRUE,,,,,,,,jellyBeans,NA,NA,,,,
3293-5,1.44926E+12,26,subSuperTrial,distr23,suv,target,4,4,car,vehicle,ambulance,distrClass2,3,3,NA,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,crocodile,distrClass3,2,2,NA,animal,1,1,0,car,,1.44926E+12,car,FALSE,FALSE,FALSE,,TRUE,,,,,,suv,NA,NA,,,,
3293-5,1.44926E+12,27,subSuperTrial,distr12,minivan,target,3,4,car,vehicle,sedan,distrClass1,4,3,car,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,motorcycle,distrClass2,2,2,NA,vehicle,1,1,0,van,,1.44926E+12,van,FALSE,FALSE,TRUE,,,,,TRUE,,,minivan,NA,NA,,,,
3293-5,1.44926E+12,28,colorSizeTrial,sizeOnly3Distr1Same,small_purple_flower,target,2,1,NA,NA,big_red_flower,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,big_red_flower,distractor,1,3,NA,NA,big_purple_flower,distractor,3,4,NA,NA,1,1,0,small purple,,1.44926E+12,small purple,TRUE,TRUE,FALSE,,,,,,,,flower,small,purple,,,,
3293-5,1.44926E+12,29,colorSizeTrial,colorOnly3Distr3Same,small_green_jacket,target,3,1,NA,NA,small_brown_jacket,distractor,4,4,NA,NA,small_brown_jacket,distractor,2,2,NA,NA,small_brown_jacket,distractor,1,3,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,green,,1.44926E+12,green,FALSE,TRUE,FALSE,,,,,,,,jacket,small,green,,,,
3293-5,1.44926E+12,30,colorSizeTrial,sizeOnly4Distr1Same,big_green_binder,target,3,5,NA,NA,small_blue_binder,distractor,2,3,NA,NA,small_green_binder,distractor,1,1,NA,NA,small_blue_binder,distractor,5,2,NA,NA,small_blue_binder,distractor,4,4,NA,NA,1,1,0,large green,,1.44926E+12,large green,TRUE,TRUE,FALSE,,,,,,,,binder,big,green,,,,
3293-5,1.44926E+12,31,colorSizeTrial,sizeOnly4Distr3Same,big_red_candle,target,3,4,NA,NA,small_blue_candle,distractor,4,1,NA,NA,small_red_candle,distractor,1,3,NA,NA,small_red_candle,distractor,2,5,NA,NA,small_red_candle,distractor,5,2,NA,NA,1,1,0,largest pink,,1.44926E+12,largest pink,TRUE,TRUE,FALSE,,,,,,,,candle,big,red,,,,
3293-5,1.44926E+12,32,subSuperTrial,distr33,sunflower,target,2,4,flower,plant,blackStimulus,NA,1,1,NA,NA,rabbit,distrClass3,3,3,NA,animal,blackStimulus,NA,5,5,NA,NA,socks,distrClass3,4,2,NA,clothing,1,1,0,flower,,1.44926E+12,flower,FALSE,FALSE,FALSE,,TRUE,,,,,,sunflower,NA,NA,,,,
3293-5,1.44926E+12,33,colorSizeTrial,colorOnly4Distr1Same,big_purple_hairdryer,target,3,4,NA,NA,big_pink_hairdryer,distractor,4,5,NA,NA,small_pink_hairdryer,distractor,1,3,NA,NA,small_pink_hairdryer,distractor,2,1,NA,NA,small_pink_hairdryer,distractor,5,2,NA,NA,4,2,2,purple___think so,the others are pink then?___haha,1449256819005___1449256844047___1449256854702___1449256860267,purple,FALSE,TRUE,FALSE,,,,,,,,hairdryer,big,purple,,,,
3293-5,1.44926E+12,34,subSuperTrial,distr23,pigeon,target,3,4,bird,animal,kitten,distrClass2,2,2,NA,animal,train,distrClass3,4,3,NA,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,pigeon,,1.44926E+12,pigeon,FALSE,FALSE,TRUE,,,,,,,,pigeon,NA,NA,,,,
3293-5,1.44926E+12,35,colorSizeTrial,sizeOnly3Distr3Same,small_orange_billiardball,target,1,4,NA,NA,big_orange_billiardball,distractor,4,2,NA,NA,big_orange_billiardball,distractor,2,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_orange_billiardball,distractor,3,3,NA,NA,1,1,0,smallest,,1.44926E+12,smallest,TRUE,FALSE,FALSE,,,,,,,,billiardball,small,orange,,,,
3293-5,1.44926E+12,36,subSuperTrial,distr33,convertible,target,2,2,car,vehicle,blackStimulus,NA,1,1,NA,NA,socks,distrClass3,3,4,NA,clothing,horse,distrClass3,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,car,,1.44926E+12,car,FALSE,FALSE,FALSE,,TRUE,,,,,,convertible,NA,NA,,,,
3293-5,1.44926E+12,37,colorSizeTrial,sizeOnly2Distr1Same,big_pink_balloon,target,2,4,NA,NA,small_yellow_balloon,distractor,4,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_pink_balloon,distractor,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,large pink,,1.44926E+12,large pink,TRUE,TRUE,FALSE,,,,,,,,balloon,big,pink,,,,
