gameid	 time	 roundNum	 trialType	 condition	 nameClickedObj	 targetStatusClickedObj	 spLocsClickedObj	 lisLocsClickedObj	 domainClickedObj	 superdomainClickedObj	 alt1Name	 alt1TargetStatus	 alt1SpLocs	 alt1LisLocs	 alt1Domain	 alt1superdomain	 alt2Name	 alt2TargetStatus	 alt2SpLocs	 alt2LisLocs	 alt2Domain	 alt2superdomain	 alt3Name	 alt3TargetStatus	 alt3SpLocs	 alt3LisLocs	 alt3Domain	 alt3superdomain	 alt4Name	 alt4TargetStatus	 alt4SpLocs	 alt4LisLocs	 alt4Domain	 alt4superdomain	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps	refExp	sizeMentioned	colorMentioned	typeMentioned	clickedType	clickedSize	clickedColor
4986-4	1448896900076	16	subSuperTrial	distr12	rose	target	2	4	flower	plant	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	ivy	distrClass2	3	3	NA	plant	dandelion	distrClass1	4	2	flower	plant	1	1	0	rose		1448896898583	rose	False	False	True	rose	NA	NA
4986-4	1448896906636	17	colorSizeTrial	sizeOnly4Distr3Same	big_pink_phone	target	5	2	NA	NA	small_pink_phone	distractor	4	4	NA	NA	small_pink_phone	distractor	1	5	NA	NA	small_pink_phone	distractor	3	3	NA	NA	small_white_phone	distractor	2	1	NA	NA	1	1	0	large		1448896905453	large	False	False	False	big_pink_phone	NA	NA
4986-4	1448896914089	18	colorSizeTrial	colorOnly2Distr2Same	big_blue_candle	target	4	4	NA	NA	blackStimulus	NA	1	1	NA	NA	big_red_candle	distractor	3	3	NA	NA	blackStimulus	NA	5	5	NA	NA	big_red_candle	distractor	2	2	NA	NA	1	1	0	purple		1448896911870	purple	False	False	False	big_blue_candle	NA	NA
4986-4	1448896920228	19	colorSizeTrial	sizeOnly4Distr1Same	big_brown_turtle	target	5	2	NA	NA	small_brown_turtle	distractor	2	1	NA	NA	small_black_turtle	distractor	4	4	NA	NA	small_black_turtle	distractor	1	5	NA	NA	small_black_turtle	distractor	3	3	NA	NA	1	1	0	large		1448896918938	large	False	False	False	big_brown_turtle	NA	NA
4986-4	1448896925314	20	colorSizeTrial	sizeOnly2Distr1Same	small_black_comb	target	2	3	NA	NA	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	big_blue_comb	distractor	4	2	NA	NA	big_black_comb	distractor	3	4	NA	NA	1	1	0	small		1448896923897	small	False	False	False	small_black_comb	NA	NA
4986-4	1448896929899	21	colorSizeTrial	sizeOnly4Distr4Same	big_blue_guitar	target	3	3	NA	NA	small_blue_guitar	distractor	5	2	NA	NA	small_blue_guitar	distractor	1	5	NA	NA	small_blue_guitar	distractor	4	1	NA	NA	small_blue_guitar	distractor	2	4	NA	NA	1	1	0	large		1448896929210	large	False	False	False	big_blue_guitar	NA	NA
4986-4	1448896935554	22	colorSizeTrial	sizeOnly4Distr2Same	small_pink_weddingcake	target	2	3	NA	NA	big_pink_weddingcake	distractor	4	5	NA	NA	big_white_weddingcake	distractor	5	1	NA	NA	big_white_weddingcake	distractor	3	4	NA	NA	big_pink_weddingcake	distractor	1	2	NA	NA	1	1	0	small		1448896933537	small	False	False	False	small_pink_weddingcake	NA	NA
4986-4	1448896943850	23	colorSizeTrial	colorOnly4Distr4Same	big_brown_belt	target	2	4	NA	NA	big_black_belt	distractor	3	5	NA	NA	big_black_belt	distractor	5	2	NA	NA	big_black_belt	distractor	1	1	NA	NA	big_black_belt	distractor	4	3	NA	NA	1	1	0	brown		1448896942427	brown	False	False	False	big_brown_belt	NA	NA
4986-4	1448896950834	24	colorSizeTrial	sizeOnly2Distr2Same	big_purple_hairdryer	target	3	2	NA	NA	small_purple_hairdryer	distractor	4	4	NA	NA	blackStimulus	NA	5	5	NA	NA	small_purple_hairdryer	distractor	2	3	NA	NA	blackStimulus	NA	1	1	NA	NA	1	1	0	large		1448896949961	large	False	False	False	big_purple_hairdryer	NA	NA
4986-4	1448896957706	25	subSuperTrial	distr22	firetruck	target	4	3	vehicle	object	firemanhat	distrClass2	2	2	NA	object	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	rubberduck	distrClass2	3	4	NA	object	1	1	0	firetruck		1448896956366	firetruck	False	False	True	firetruck	NA	NA
4986-4	1448896964770	26	subSuperTrial	distr12	eggplant	target	3	2	vegetable	food	tomato	distrClass1	4	4	vegetable	food	blackStimulus	NA	5	5	NA	NA	sushi	distrClass2	2	3	NA	food	blackStimulus	NA	1	1	NA	NA	1	1	0	eggplant		1448896963240	eggplant	False	False	True	eggplant	NA	NA
4986-4	1448896969238	27	colorSizeTrial	sizeOnly4Distr1Same	small_purple_yarn	target	4	2	NA	NA	big_red_yarn	distractor	1	5	NA	NA	big_red_yarn	distractor	2	1	NA	NA	big_purple_yarn	distractor	5	4	NA	NA	big_red_yarn	distractor	3	3	NA	NA	1	1	0	small		1448896968264	small	False	False	False	small_purple_yarn	NA	NA
4986-4	1448896974242	28	subSuperTrial	distr33	belt2	target	3	2	clothing	object	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	pancake	distrClass3	4	4	NA	food	firestation	distrClass3	2	3	NA	place	1	1	0	belt		1448896973079	belt	False	False	False	belt2	NA	NA
4986-4	1448896981666	29	subSuperTrial	distr23	corn	target	4	4	vegetable	food	blackStimulus	NA	1	1	NA	NA	sandwich	distrClass2	3	2	NA	food	blackStimulus	NA	5	5	NA	NA	laptop	distrClass3	2	3	NA	object	1	1	0	corn		1448896978393	corn	False	False	True	corn	NA	NA
4986-4	1448896989930	30	colorSizeTrial	colorOnly4Distr1Same	small_purple_bike	target	3	3	NA	NA	big_red_bike	distractor	1	2	NA	NA	big_red_bike	distractor	4	5	NA	NA	small_red_bike	distractor	2	1	NA	NA	big_red_bike	distractor	5	4	NA	NA	1	1	0	small purple		1448896988015	small purple	False	False	False	small_purple_bike	NA	NA
4986-4	1448897001461	31	colorSizeTrial	colorOnly4Distr3Same	small_orange_napkin	target	5	4	NA	NA	small_yellow_napkin	distractor	1	5	NA	NA	small_yellow_napkin	distractor	3	3	NA	NA	small_yellow_napkin	distractor	4	1	NA	NA	big_yellow_napkin	distractor	2	2	NA	NA	1	1	0	small orange		1448897000255	small orange	False	False	False	small_orange_napkin	NA	NA
4986-4	1448897007339	32	colorSizeTrial	colorOnly4Distr3Same	small_orange_coathanger	target	2	2	NA	NA	small_purple_coathanger	distractor	4	3	NA	NA	big_purple_coathanger	distractor	5	4	NA	NA	small_purple_coathanger	distractor	1	1	NA	NA	small_purple_coathanger	distractor	3	5	NA	NA	1	1	0	orange		1448897006105	orange	False	False	False	small_orange_coathanger	NA	NA
4986-4	1448897014137	33	subSuperTrial	distr22	sunflower	target	2	4	flower	plant	cherryTree	distrClass2	4	2	NA	plant	fir	distrClass2	3	3	NA	plant	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	1	1	0	sunflower		1448897012553	sunflower	False	False	True	sunflower	NA	NA
4986-4	1448897021753	34	subSuperTrial	distr12	bookcase	target	3	3	furniture	object	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	camera	distrClass2	2	4	NA	object	dresser	distrClass1	4	2	furniture	object	1	1	0	bookcase		1448897020553	bookcase	False	False	True	bookcase	NA	NA
4986-4	1448897029849	35	colorSizeTrial	sizeOnly2Distr1Same	small_white_teacup	target	2	2	NA	NA	big_pink_teacup	distractor	4	3	NA	NA	blackStimulus	NA	5	5	NA	NA	big_white_teacup	distractor	3	4	NA	NA	blackStimulus	NA	1	1	NA	NA	1	1	0	small		1448897028144	small	False	False	False	small_white_teacup	NA	NA
4986-4	1448897038345	36	subSuperTrial	distr33	bathrobe	target	4	3	clothing	object	penguin	distrClass3	3	4	NA	animal	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	ketchup	distrClass3	2	2	NA	food	1	1	0	robe		1448897035615	robe	False	False	False	bathrobe	NA	NA
4986-4	1448897049286	37	subSuperTrial	distr12	germanShepherd	target	4	4	dog	animal	iguana	distrClass2	3	2	NA	animal	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	collie	distrClass1	2	3	dog	animal	1	1	0	german shepard		1448897047732	german shepard	False	False	False	germanShepherd	NA	NA
4986-4	1448897057129	38	subSuperTrial	distr33	ambulance	target	4	2	vehicle	object	blackStimulus	NA	5	5	NA	NA	rosemary	distrClass3	2	3	NA	plant	blackStimulus	NA	1	1	NA	NA	postoffice	distrClass3	3	4	NA	place	1	1	0	ambulance		1448897055645	ambulance	False	False	True	ambulance	NA	NA
4986-4	1448897063994	39	subSuperTrial	distr22	piano	target	3	2	instrument	object	blackStimulus	NA	5	5	NA	NA	anvil	distrClass2	4	3	NA	object	blackStimulus	NA	1	1	NA	NA	crosswalksign	distrClass2	2	4	NA	object	1	1	0	piano		1448897061741	piano	False	False	True	piano	NA	NA
4986-4	1448897069466	40	colorSizeTrial	sizeOnly4Distr4Same	big_green_jacket	target	4	2	NA	NA	small_green_jacket	distractor	5	1	NA	NA	small_green_jacket	distractor	1	3	NA	NA	small_green_jacket	distractor	3	5	NA	NA	small_green_jacket	distractor	2	4	NA	NA	1	1	0	large		1448897068583	large	False	False	False	big_green_jacket	NA	NA
4986-4	1448897075207	41	subSuperTrial	distr33	dalmatian	target	4	3	dog	animal	chocolate	distrClass3	3	2	NA	food	blackStimulus	NA	1	1	NA	NA	firestation	distrClass3	2	4	NA	place	blackStimulus	NA	5	5	NA	NA	1	1	0	dog		1448897073431	dog	False	False	False	dalmatian	NA	NA
4986-4	1448897080609	42	colorSizeTrial	colorOnly2Distr1Same	big_red_toothbrush	target	2	3	NA	NA	small_blue_toothbrush	distractor	4	2	NA	NA	big_blue_toothbrush	distractor	3	4	NA	NA	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	1	1	0	red		1448897079342	red	False	False	False	big_red_toothbrush	NA	NA
4986-4	1448897086026	43	subSuperTrial	distr22	tent	target	3	4	house	place	church	distrClass2	2	2	NA	place	blackStimulus	NA	1	1	NA	NA	postoffice	distrClass2	4	3	NA	place	blackStimulus	NA	5	5	NA	NA	1	1	0	tent		1448897084517	tent	False	False	True	tent	NA	NA
4986-4	1448897100125	44	subSuperTrial	distr12	daisy	target	3	3	flower	plant	blackStimulus	NA	5	5	NA	NA	rosemary	distrClass2	4	2	NA	plant	lily	distrClass1	2	4	flower	plant	blackStimulus	NA	1	1	NA	NA	1	1	0	flower yellow		1448897097847	flower yellow	False	False	False	daisy	NA	NA
4986-4	1448897105769	45	subSuperTrial	distr33	bra	target	4	2	clothing	object	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	cheese	distrClass3	3	4	NA	food	pasta	distrClass3	2	3	NA	food	1	1	0	bra		1448897104084	bra	False	False	True	bra	NA	NA
4986-4	1448897110978	46	colorSizeTrial	sizeOnly4Distr3Same	small_red_stapler	target	3	2	NA	NA	big_purple_stapler	distractor	4	1	NA	NA	big_red_stapler	distractor	1	4	NA	NA	big_red_stapler	distractor	2	3	NA	NA	big_red_stapler	distractor	5	5	NA	NA	1	1	0	small		1448897109492	small	False	False	False	small_red_stapler	NA	NA
4986-4	1448897116736	47	subSuperTrial	distr22	lime	target	4	2	fruit	food	burger	distrClass2	3	4	NA	food	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	egg	distrClass2	2	3	NA	food	1	1	0	lime		1448897115081	lime	False	False	True	lime	NA	NA
4986-4	1448897124369	48	subSuperTrial	distr23	lamp	target	3	4	furniture	object	tooth	distrClass2	2	2	NA	object	blackStimulus	NA	5	5	NA	NA	pottedPlant	distrClass3	4	3	NA	plant	blackStimulus	NA	1	1	NA	NA	1	1	0	lamp		1448897122958	lamp	False	False	True	lamp	NA	NA
4986-4	1448897133881	49	subSuperTrial	distr22	pineapple	target	2	2	fruit	food	chocolate	distrClass2	3	4	NA	food	blackStimulus	NA	1	1	NA	NA	pasta	distrClass2	4	3	NA	food	blackStimulus	NA	5	5	NA	NA	1	1	0	pineapple		1448897132386	pineapple	False	False	True	pineapple	NA	NA
4986-4	1448897140378	50	subSuperTrial	distr22	swimsuit	target	2	3	clothing	object	basketball	distrClass2	3	4	NA	object	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	pencil	distrClass2	4	2	NA	object	1	1	0	swim		1448897139145	swim	False	False	False	swimsuit	NA	NA
4986-4	1448897145833	51	colorSizeTrial	sizeOnly4Distr3Same	small_pink_balloon	target	5	3	NA	NA	big_pink_balloon	distractor	2	1	NA	NA	big_yellow_balloon	distractor	3	2	NA	NA	big_pink_balloon	distractor	4	5	NA	NA	big_pink_balloon	distractor	1	4	NA	NA	1	1	0	small		1448897144901	small	False	False	False	small_pink_balloon	NA	NA
4986-4	1448897150523	52	subSuperTrial	distr33	bed	target	3	2	furniture	object	pasta	distrClass3	2	3	NA	food	rosemary	distrClass3	4	4	NA	plant	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	1	1	0	bed		1448897149058	bed	False	False	True	bed	NA	NA
4986-4	1448897155711	53	subSuperTrial	distr12	kiwi	target	2	3	fruit	food	cookies	distrClass2	3	4	NA	food	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	peach	distrClass1	4	2	fruit	food	1	1	0	kiwi		1448897154520	kiwi	False	False	True	kiwi	NA	NA
4986-4	1448897161158	54	subSuperTrial	distr33	husky	target	3	2	dog	animal	museum	distrClass3	4	3	NA	place	cheese	distrClass3	2	4	NA	food	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	1	1	0	dog		1448897159340	dog	False	False	False	husky	NA	NA
4986-4	1448897167826	55	subSuperTrial	distr33	trailer	target	3	4	house	place	muffin	distrClass3	2	3	NA	food	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	moviecamera	distrClass3	4	2	NA	object	1	1	0	trailer		1448897166185	trailer	False	False	True	trailer	NA	NA
4986-4	1448897175919	56	subSuperTrial	distr23	grapefruit	target	3	4	fruit	food	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	trafficcone	distrClass3	2	3	NA	object	rice	distrClass2	4	2	NA	food	1	1	0	fruit		1448897174246	fruit	False	False	False	grapefruit	NA	NA
4986-4	1448897180216	57	colorSizeTrial	sizeOnly2Distr2Same	small_blue_cushion	target	3	3	NA	NA	blackStimulus	NA	5	5	NA	NA	big_blue_cushion	distractor	2	2	NA	NA	big_blue_cushion	distractor	4	4	NA	NA	blackStimulus	NA	1	1	NA	NA	1	1	0	small		1448897179476	small	False	False	False	small_blue_cushion	NA	NA
4986-4	1448897185712	58	colorSizeTrial	colorOnly4Distr2Same	small_purple_rock	target	3	4	NA	NA	small_green_rock	distractor	4	3	NA	NA	small_green_rock	distractor	1	2	NA	NA	big_green_rock	distractor	5	5	NA	NA	big_green_rock	distractor	2	1	NA	NA	1	1	0	purple		1448897184411	purple	False	False	False	small_purple_rock	NA	NA
4986-4	1448897192112	59	colorSizeTrial	sizeOnly2Distr1Same	big_purple_rug	target	3	4	NA	NA	blackStimulus	NA	1	1	NA	NA	small_purple_rug	distractor	4	2	NA	NA	small_blue_rug	distractor	2	3	NA	NA	blackStimulus	NA	5	5	NA	NA	1	1	0	large		1448897189707	large	False	False	False	big_purple_rug	NA	NA
4986-4	1448897197992	60	subSuperTrial	distr33	banjo	target	3	4	instrument	object	blackStimulus	NA	5	5	NA	NA	bambus	distrClass3	2	3	NA	plant	blackStimulus	NA	1	1	NA	NA	bambus	distrClass3	4	2	NA	plant	1	1	0	banjo		1448897196779	banjo	False	False	True	banjo	NA	NA
4986-4	1448897203298	61	colorSizeTrial	colorOnly4Distr4Same	small_blue_book	target	5	2	NA	NA	small_black_book	distractor	4	1	NA	NA	small_black_book	distractor	3	4	NA	NA	small_black_book	distractor	1	5	NA	NA	small_black_book	distractor	2	3	NA	NA	1	1	0	blue		1448897202334	blue	False	False	False	small_blue_book	NA	NA
4986-4	1448897208831	62	subSuperTrial	distr22	boat	target	4	4	vehicle	object	backpack	distrClass2	3	2	NA	object	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	baseball	distrClass2	2	3	NA	object	1	1	0	boat		1448897206958	boat	False	False	True	boat	NA	NA
4986-4	1448897214000	63	subSuperTrial	distr23	bike2	target	3	2	vehicle	object	blackStimulus	NA	5	5	NA	NA	garbagecan	distrClass2	2	3	NA	object	horse	distrClass3	4	4	NA	animal	blackStimulus	NA	1	1	NA	NA	1	1	0	bike		1448897212455	bike	False	False	False	bike2	NA	NA
4986-4	1448897222322	64	subSuperTrial	distr12	cottage	target	3	4	house	place	blackStimulus	NA	5	5	NA	NA	teepee	distrClass1	4	2	house	place	museum	distrClass2	2	3	NA	place	blackStimulus	NA	1	1	NA	NA	1	1	0	house		1448897219964	house	False	False	False	cottage	NA	NA
4986-4	1448897227935	65	subSuperTrial	distr12	carrot	target	3	4	vegetable	food	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	fries	distrClass2	2	2	NA	food	peas	distrClass1	4	3	vegetable	food	1	1	0	carrot		1448897226553	carrot	False	False	True	carrot	NA	NA
4986-4	1448897233329	66	colorSizeTrial	colorOnly4Distr2Same	big_pink_framee	target	4	2	NA	NA	big_green_framee	distractor	3	3	NA	NA	small_green_framee	distractor	2	5	NA	NA	big_green_framee	distractor	5	4	NA	NA	small_green_framee	distractor	1	1	NA	NA	1	1	0	pink		1448897232218	pink	False	False	False	big_pink_framee	NA	NA
4986-4	1448897240465	67	subSuperTrial	distr23	igloo	target	2	3	house	place	blackStimulus	NA	5	5	NA	NA	rubberduck	distrClass3	3	4	NA	object	temple	distrClass2	4	2	NA	place	blackStimulus	NA	1	1	NA	NA	1	1	0	igloo		1448897238906	igloo	False	False	True	igloo	NA	NA
4986-4	1448897248817	68	colorSizeTrial	sizeOnly4Distr2Same	big_green_bracelet	target	1	5	NA	NA	small_green_bracelet	distractor	3	1	NA	NA	small_purple_bracelet	distractor	4	3	NA	NA	small_purple_bracelet	distractor	2	2	NA	NA	small_green_bracelet	distractor	5	4	NA	NA	1	1	0	large green		1448897247274	large green	False	False	False	big_green_bracelet	NA	NA
4986-4	1448897255737	69	colorSizeTrial	sizeOnly4Distr1Same	big_green_pepper	target	5	3	NA	NA	small_red_pepper	distractor	3	2	NA	NA	small_red_pepper	distractor	1	1	NA	NA	small_green_pepper	distractor	4	5	NA	NA	small_red_pepper	distractor	2	4	NA	NA	1	1	0	large		1448897253809	large	False	False	False	big_green_pepper	NA	NA
4986-4	1448897261272	70	colorSizeTrial	sizeOnly4Distr2Same	small_purple_flower	target	4	4	NA	NA	big_red_flower	distractor	1	3	NA	NA	big_purple_flower	distractor	3	1	NA	NA	big_red_flower	distractor	5	2	NA	NA	big_purple_flower	distractor	2	5	NA	NA	1	1	0	small		1448897259991	small	False	False	False	small_purple_flower	NA	NA
4986-4	1448897266672	71	colorSizeTrial	sizeOnly4Distr4Same	big_green_chair	target	3	2	NA	NA	small_green_chair	distractor	1	3	NA	NA	small_green_chair	distractor	2	5	NA	NA	small_green_chair	distractor	4	1	NA	NA	small_green_chair	distractor	5	4	NA	NA	1	1	0	large		1448897265239	large	False	False	False	big_green_chair	NA	NA
4986-4	1448897273267	72	colorSizeTrial	sizeOnly4Distr2Same	small_blue_cap	target	2	5	NA	NA	big_orange_cap	distractor	4	3	NA	NA	big_blue_cap	distractor	3	2	NA	NA	big_orange_cap	distractor	5	1	NA	NA	big_blue_cap	distractor	1	4	NA	NA	1	1	0	small		1448897271153	small	False	False	False	small_blue_cap	NA	NA
3928-b	1448897000658	1	colorSizeTrial	sizeOnly2Distr2Same	big_black_book	target	3	2	NA	NA	small_black_book	distractor	4	3	NA	NA	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	small_black_book	distractor	2	4	NA	NA	1	1	0	Larger Black book		1448896998155	Larger Black book	False	False	False	big_black_book	NA	NA
3928-b	1448897025581	2	colorSizeTrial	sizeOnly4Distr3Same	small_green_framee	target	3	5	NA	NA	big_green_framee	distractor	1	3	NA	NA	big_green_framee	distractor	2	1	NA	NA	big_pink_framee	distractor	5	2	NA	NA	big_green_framee	distractor	4	4	NA	NA	1	1	0	Smallest green square		1448897021890	Smallest green square	False	False	False	small_green_framee	NA	NA
3928-b	1448897039865	3	colorSizeTrial	colorOnly2Distr1Same	big_orange_napkin	target	2	3	NA	NA	blackStimulus	NA	1	1	NA	NA	small_yellow_napkin	distractor	3	2	NA	NA	big_yellow_napkin	distractor	4	4	NA	NA	blackStimulus	NA	5	5	NA	NA	1	1	0	Different color		1448897038274	Different color	False	False	False	big_orange_napkin	NA	NA
3928-b	1448897049726	4	subSuperTrial	distr22	kiwi	target	2	4	fruit	food	blackStimulus	NA	1	1	NA	NA	bread	distrClass2	4	3	NA	food	blackStimulus	NA	5	5	NA	NA	hotdog	distrClass2	3	2	NA	food	1	1	0	kiwi		1448897047544	kiwi	False	False	True	kiwi	NA	NA
3928-b	1448897068136	5	colorSizeTrial	sizeOnly2Distr1Same	big_green_binder	target	4	3	NA	NA	small_blue_binder	distractor	3	4	NA	NA	small_green_binder	distractor	2	2	NA	NA	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	1	1	0	Larger green 		1448897066702	Larger green 	False	False	False	big_green_binder	NA	NA
3928-b	1448897082726	6	colorSizeTrial	sizeOnly4Distr1Same	big_yellow_shoe	target	5	1	NA	NA	small_white_shoe	distractor	2	2	NA	NA	small_yellow_shoe	distractor	3	3	NA	NA	small_white_shoe	distractor	4	5	NA	NA	small_white_shoe	distractor	1	4	NA	NA	1	1	0	Larger Yellow shoe		1448897079554	Larger Yellow shoe	False	False	False	big_yellow_shoe	NA	NA
3928-b	1448897095521	7	colorSizeTrial	sizeOnly2Distr1Same	big_green_pepper	target	3	3	NA	NA	blackStimulus	NA	5	5	NA	NA	small_green_pepper	distractor	2	2	NA	NA	blackStimulus	NA	1	1	NA	NA	small_red_pepper	distractor	4	4	NA	NA	1	1	0	Larger green pepper		1448897092240	Larger green pepper	False	False	False	big_green_pepper	NA	NA
3928-b	1448897112977	8	subSuperTrial	distr33	tent	target	3	3	house	place	crosswalksign	distrClass3	4	2	NA	object	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	rhino	distrClass3	2	4	NA	animal	1	1	0	Tent		1448897100536	Tent	False	False	True	tent	NA	NA
3928-b	1448897121401	9	colorSizeTrial	colorOnly4Distr1Same	big_brown_belt	target	2	4	NA	NA	small_black_belt	distractor	4	5	NA	NA	small_black_belt	distractor	5	3	NA	NA	small_black_belt	distractor	1	2	NA	NA	big_black_belt	distractor	3	1	NA	NA	1	1	0	Brown belt		1448897119326	Brown belt	False	False	False	big_brown_belt	NA	NA
3928-b	1448897130838	10	colorSizeTrial	sizeOnly4Distr3Same	small_purple_yarn	target	2	3	NA	NA	big_purple_yarn	distractor	4	4	NA	NA	big_purple_yarn	distractor	3	2	NA	NA	big_purple_yarn	distractor	5	1	NA	NA	big_red_yarn	distractor	1	5	NA	NA	1	1	0	Smallest purple		1448897129554	Smallest purple	False	False	False	small_purple_yarn	NA	NA
3928-b	1448897138603	11	colorSizeTrial	sizeOnly4Distr1Same	small_green_guitar	target	1	1	NA	NA	big_blue_guitar	distractor	2	2	NA	NA	big_blue_guitar	distractor	4	5	NA	NA	big_green_guitar	distractor	5	3	NA	NA	big_blue_guitar	distractor	3	4	NA	NA	1	1	0	smallest green		1448897136917	smallest green	False	False	False	small_green_guitar	NA	NA
3928-b	1448897148495	12	colorSizeTrial	sizeOnly4Distr4Same	small_purple_stapler	target	3	4	NA	NA	big_purple_stapler	distractor	5	2	NA	NA	big_purple_stapler	distractor	1	3	NA	NA	big_purple_stapler	distractor	4	1	NA	NA	big_purple_stapler	distractor	2	5	NA	NA	1	1	0	smallest stapler		1448897146606	smallest stapler	False	False	False	small_purple_stapler	NA	NA
3928-b	1448897155932	13	subSuperTrial	distr23	bra	target	4	2	clothing	object	blackStimulus	NA	5	5	NA	NA	ivy	distrClass3	3	3	NA	plant	trafficcone	distrClass2	2	4	NA	object	blackStimulus	NA	1	1	NA	NA	1	1	0	red bra		1448897154638	red bra	False	False	True	bra	NA	NA
3928-b	1448897164745	14	subSuperTrial	distr23	clarinet	target	4	4	instrument	object	bread	distrClass3	2	3	NA	food	tv	distrClass2	3	2	NA	object	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	1	1	0	clarinet		1448897162434	clarinet	False	False	True	clarinet	NA	NA
3928-b	1448897173495	15	colorSizeTrial	sizeOnly2Distr2Same	big_red_candle	target	4	2	NA	NA	blackStimulus	NA	1	1	NA	NA	small_red_candle	distractor	3	3	NA	NA	blackStimulus	NA	5	5	NA	NA	small_red_candle	distractor	2	4	NA	NA	1	1	0	largest candle		1448897171600	largest candle	False	False	False	big_red_candle	NA	NA
3928-b	1448897196884	16	subSuperTrial	distr22	tulip	target	2	4	flower	plant	blackStimulus	NA	5	5	NA	NA	bambus	distrClass2	4	2	NA	plant	blackStimulus	NA	1	1	NA	NA	chive	distrClass2	3	3	NA	plant	1	1	0	rose		1448897190635	rose	False	False	False	tulip	NA	NA
3928-b	1448897206307	17	subSuperTrial	distr22	mushroom	target	4	3	vegetable	food	blackStimulus	NA	5	5	NA	NA	cookies	distrClass2	2	4	NA	food	pasta	distrClass2	3	2	NA	food	blackStimulus	NA	1	1	NA	NA	1	1	0	mushrooms		1448897204802	mushrooms	False	False	False	mushroom	NA	NA
3928-b	1448897213423	18	colorSizeTrial	sizeOnly2Distr2Same	small_red_chair	target	2	2	NA	NA	big_red_chair	distractor	3	3	NA	NA	blackStimulus	NA	1	1	NA	NA	blackStimulus	NA	5	5	NA	NA	big_red_chair	distractor	4	4	NA	NA	1	1	0	smallest chair		1448897212245	smallest chair	False	False	False	small_red_chair	NA	NA
3928-b	1448897221506	19	colorSizeTrial	sizeOnly2Distr1Same	big_green_avocado	target	3	3	NA	NA	blackStimulus	NA	5	5	NA	NA	blackStimulus	NA	1	1	NA	NA	small_green_avocado	distractor	2	4	NA	NA	small_black_avocado	distractor	4	2	NA	NA	1	1	0	largest green		1448897219968	largest green	False	False	False	big_green_avocado	NA	NA
3928-b	1448897227250	20	subSuperTrial	distr12	igloo	target	3	2	house	place	blackStimulus	NA	1	1	NA	NA	mosque	distrClass2	2	4	NA	place	rv	distrClass1	4	3	house	place	blackStimulus	NA	5	5	NA	NA	1	1	0	igloo		1448897225582	igloo	False	False	True	igloo	NA	NA
3928-b	1448897236374	21	colorSizeTrial	colorOnly4Distr2Same	big_orange_cap	target	1	1	NA	NA	small_blue_cap	distractor	5	3	NA	NA	big_blue_cap	distractor	4	4	NA	NA	small_blue_cap	distractor	2	5	NA	NA	big_blue_cap	distractor	3	2	NA	NA	1	1	0	yellow cap		1448897231841	yellow cap	False	False	False	big_orange_cap	NA	NA
3928-b	1448897244858	22	colorSizeTrial	colorOnly4Distr3Same	small_red_toothbrush	target	2	5	NA	NA	small_blue_toothbrush	distractor	1	4	NA	NA	big_blue_toothbrush	distractor	5	1	NA	NA	small_blue_toothbrush	distractor	3	2	NA	NA	small_blue_toothbrush	distractor	4	3	NA	NA	1	1	0	red brush		1448897241774	red brush	False	False	False	small_red_toothbrush	NA	NA
